"";"nummer";"lp";"date_bt_ini";"date_bt_out";"phase_total";"zustimmg";"leadingcom";"completed";"election";"potLoss_same90";"potGain_same90"
"1459";2683;12;"1993-09-04";"1993-10-22";48;1;2;1;0;0;0
"1460";2684;12;"1993-10-13";"1994-05-19";218;1;2;1;0;0;0
"1461";2685;12;"1993-12-21";"1994-03-10";79;1;14;1;0;0;0
"1462";2686;12;"1993-10-04";"1994-02-03";122;0;14;1;0;0;0
"1463";2687;12;"1993-10-27";"1994-04-28";183;1;16;1;0;0;0
"1464";2688;12;"1993-10-13";"1994-03-10";148;1;2;1;0;0;0
"1465";2689;12;"1993-10-05";"1994-06-29";267;0;9;1;0;0;0
"1466";2690;12;"1993-10-21";"1994-06-29";251;1;14;1;0;0;0
"1467";2691;12;"1993-10-04";"1993-11-26";53;0;14;1;0;0;0
"1468";2692;12;"1993-10-05";"1994-02-03";121;1;16;1;0;0;0
"1469";2693;12;"1993-11-11";"1994-05-26";196;0;16;1;0;0;0
"1470";2694;12;"1993-11-25";"1994-04-28";154;1;16;1;0;0;0
"1471";2695;12;"1993-11-11";"1994-04-21";161;0;1;1;0;0;0
"1472";2696;12;"1993-10-05";"1994-02-24";142;1;3;1;0;0;0
"1473";2697;12;"1993-10-05";"1994-02-03";121;1;3;1;0;0;0
"1474";2698;12;"1993-10-05";"1994-02-24";142;0;3;1;0;0;0
"1475";2699;12;"1993-10-05";"1993-11-25";51;0;25;1;0;0;0
"1476";2700;12;"1994-02-28";"1994-06-16";108;1;3;1;0;0;0
"1477";2701;12;"1993-10-05";"1994-01-20";107;0;3;1;0;0;0
"1478";2702;12;"1993-10-27";"1993-11-11";15;0;3;1;0;0;0
"1479";2703;12;"1993-10-05";"1994-02-03";121;1;3;1;0;0;0
"1480";2704;12;"1993-12-21";"1994-05-19";149;1;2;1;0;0;0
"1481";2705;12;"1993-09-04";"1993-10-22";48;1;9;1;0;0;0
"1482";2706;12;"1993-10-13";"1994-03-10";148;0;2;1;0;0;0
"1483";2707;12;"1993-10-13";"1993-12-02";50;0;14;1;0;0;0
"1484";2708;12;"1993-10-05";"1994-03-10";156;1;14;1;0;0;0
"1485";2709;12;"1993-10-05";"1994-01-13";100;0;25;1;0;0;0
"1486";2710;12;"1993-10-05";"1994-06-15";253;0;3;1;0;0;0
"1487";2716;12;"1993-09-27";"1993-11-11";45;1;9;1;0;0;0
"1488";2717;12;"1993-10-21";"1993-12-09";49;1;3;1;0;0;0
"1489";2718;12;"1993-11-11";"1994-02-24";105;1;1;1;0;0;0
"1490";2719;12;"1994-02-03";"1994-04-28";84;1;21;1;0;0;0
"1491";2721;12;"1993-09-07";"1993-11-11";65;NA;9;0;0;0;0
"1492";2730;12;"1993-12-21";"1994-05-27";157;1;2;1;0;0;0
"1493";2731;12;"1993-12-21";"1994-06-16";177;1;3;1;0;0;0
"1494";2732;12;"1993-12-21";"1994-04-28";128;0;3;1;0;0;0
"1495";2733;12;"1994-04-14";"1994-06-16";63;1;3;1;0;0;0
"1496";2741;12;"1993-12-21";"1994-04-28";128;1;9;1;0;0;0
"1497";2742;12;"1993-12-06";"1994-01-21";46;1;9;1;0;0;0
"1498";2743;12;"1993-12-07";"1994-06-16";191;0;16;1;0;0;0
"1499";2744;12;"1993-12-07";"1994-06-16";191;0;3;1;0;0;0
"1500";2745;12;"1993-12-07";"1994-04-21";135;1;1;1;0;0;0
"1501";2749;12;"1993-10-20";"1993-11-12";23;0;16;1;0;0;0
"1502";2750;12;"1993-10-20";"1994-05-26";218;1;25;1;0;0;0
"1503";2751;12;"1993-10-20";"1993-10-21";1;1;2;1;0;0;0
"1504";2756;12;"1993-10-27";"1993-11-26";30;0;16;1;0;0;0
"1505";2759;12;"1994-02-03";"1994-03-10";35;NA;2;0;0;0;0
"1506";2760;12;"1994-01-27";"1994-06-17";141;1;9;1;0;0;0
"1507";2761;12;"1994-02-03";"1994-05-19";105;1;9;1;0;0;0
"1508";2762;12;"1994-01-14";"1994-06-16";153;1;16;1;0;0;0
"1509";2763;12;"1994-03-04";"1994-05-26";83;1;16;1;0;0;0
"1510";2764;12;"1994-03-23";"1994-05-19";57;1;21;1;0;0;0
"1511";2765;12;"1994-01-06";"1994-02-03";28;0;3;1;0;0;0
"1512";2766;12;"1994-03-09";"1994-06-16";99;1;3;1;0;0;0
"1513";2767;12;"1994-03-09";"1994-06-16";99;1;3;1;0;0;0
"1514";2768;12;"1993-11-09";"1993-11-26";17;0;16;1;0;0;0
"1515";2769;12;"1993-11-10";"1993-12-02";22;1;14;0;0;0;0
"1516";2776;12;"1993-11-11";"1993-12-09";28;0;1;1;0;0;0
"1517";2779;12;"1993-11-23";"1993-12-02";9;1;2;1;0;0;0
"1518";2789;12;"1993-12-08";"1994-01-14";37;0;1;1;0;0;0
"1519";2790;12;"1993-12-08";"1994-03-03";85;1;16;1;0;0;0
"1520";2796;12;"1994-03-04";"1994-05-19";76;1;2;0;0;0;0
"1521";2797;12;"1994-02-17";"1994-04-28";70;0;4;1;0;0;0
"1522";2798;12;"1994-03-09";"1994-06-23";106;1;16;1;0;0;0
"1523";2799;12;"1994-03-23";"1994-06-29";98;0;16;1;0;0;0
"1524";2800;12;"1994-03-04";"1994-06-23";111;0;16;1;0;0;0
"1525";2801;12;"1994-02-28";"1994-04-28";59;0;9;1;0;0;0
"1526";2802;12;"1994-02-28";"1994-04-28";59;0;9;1;0;0;0
"1527";2803;12;"1994-02-25";"1994-04-29";63;0;25;1;0;0;0
"1528";2804;12;"1994-02-17";"1994-06-29";132;1;3;1;0;0;0
"1529";2805;12;"1994-02-17";"1994-05-19";91;1;3;1;0;0;0
"1530";2806;12;"1994-02-17";"1994-05-19";91;1;3;1;0;0;0
"1531";2807;12;"1994-02-17";"1994-05-19";91;1;3;1;0;0;0
"1532";2808;12;"1994-03-08";"1994-06-16";100;1;2;1;0;0;0
"1533";2809;12;"1994-03-08";"1994-06-16";100;1;2;1;0;0;0
"1534";2810;12;"1994-03-23";"1994-05-19";57;0;21;1;0;0;0
"1535";2811;12;"1994-02-15";"1994-06-16";121;0;3;1;0;0;0
"1536";2812;12;"1994-02-16";"1994-06-23";127;0;3;1;0;0;0
"1537";2813;12;"1994-03-04";"1994-05-26";83;1;2;1;0;0;0
"1538";2815;12;"1994-01-11";"1994-04-28";107;NA;2;0;0;0;0
"1539";2819;12;"1994-03-17";"1994-04-28";42;0;2;1;0;0;0
"1540";2820;12;"1994-03-04";"1994-09-06";186;1;14;1;0;0;0
"1541";2821;12;"1994-02-25";"1994-04-14";48;0;3;1;0;0;0
"1542";2822;12;"1994-03-04";"1994-05-26";83;1;3;1;0;0;0
"1543";2823;12;"1994-03-04";"1994-06-17";105;0;9;1;0;0;0
"1544";2824;12;"1994-03-23";"1994-06-23";92;1;16;1;0;0;0
"1545";2825;12;"1994-02-28";"1994-06-16";108;0;25;1;0;0;0
"1546";2826;12;"1994-03-04";"1994-05-19";76;0;3;1;0;0;0
"1547";2827;12;"1994-03-04";"1994-05-19";76;1;9;1;0;0;0
"1548";2830;12;"1994-01-19";"1994-04-28";99;1;1;1;0;0;0
"1549";2832;12;"1994-01-20";"1994-05-26";126;1;4;0;0;0;0
"1550";2838;12;"1994-02-01";"1994-06-16";135;NA;16;0;0;0;0
"1551";2840;12;"1994-02-01";"1994-04-21";79;1;9;0;0;0;0
"1552";2841;12;"1994-02-01";"1994-06-16";135;NA;25;0;0;0;0
"1553";2842;12;"1994-02-01";"1994-06-16";135;0;16;1;0;0;0
"1554";2843;12;"1994-02-01";"1994-04-14";72;1;2;0;0;0;0
"1555";2844;12;"1994-02-01";"1994-06-16";135;NA;16;0;0;0;0
"1556";2846;12;"1994-04-28";"1994-06-16";49;1;4;0;0;0;0
"1557";2849;12;"1994-04-14";"1994-06-16";63;1;16;1;0;0;0
"1558";2850;12;"1994-03-23";"1994-06-16";85;1;7;1;0;0;0
"1559";2851;12;"1994-04-14";"1994-06-16";63;0;16;1;0;0;0
"1560";2852;12;"1994-04-14";"1994-06-29";76;1;16;1;0;0;0
"1561";2853;12;"1994-04-14";"1994-06-29";76;1;1;1;0;0;0
"1562";2854;12;"1994-03-23";"1994-05-26";64;0;3;1;0;0;0
"1563";2855;12;"1994-04-05";"1994-05-19";44;1;3;1;0;0;0
"1564";2856;12;"1994-04-05";"1994-05-19";44;1;3;1;0;0;0
"1565";2857;12;"1994-04-05";"1994-06-16";72;1;3;1;0;0;0
"1566";2858;12;"1994-04-05";"1994-05-26";51;1;3;1;0;0;0
"1567";2859;12;"1994-04-14";"1994-06-16";63;0;25;0;0;0;0
"1568";2861;12;"1994-04-14";"1994-06-16";63;1;9;1;0;0;0
"1569";2862;12;"1994-04-14";"1994-06-16";63;1;3;1;0;0;0
"1570";2863;12;"1994-02-18";"1994-05-20";91;1;16;1;0;0;0
"1571";2865;12;"1994-02-24";"1994-05-19";84;1;1;1;0;0;0
"1572";2866;12;"1994-02-24";"1994-06-16";112;NA;9;0;0;0;0
"1573";2867;12;"1994-03-01";"1994-06-16";107;NA;14;0;0;0;0
"1574";2868;12;"1994-03-02";"1994-05-26";85;NA;4;0;0;0;0
"1575";2871;12;"1994-03-08";"1994-05-26";79;NA;4;0;0;0;0
"1576";2874;12;"1994-03-09";"1994-05-26";78;1;3;1;0;0;0
"1577";2881;12;"1994-04-11";"1994-05-26";45;1;3;1;0;0;0
"1578";2882;12;"1994-04-11";"1994-05-26";45;1;3;1;0;0;0
"1579";2883;12;"1994-04-12";"1994-05-26";44;1;2;1;0;0;0
"1580";2884;12;"1994-05-19";"1994-06-29";41;1;2;1;0;0;0
"1581";2885;12;"1994-05-11";"1994-06-16";36;1;14;1;0;0;0
"1582";2886;12;"1994-05-11";"1994-06-29";49;1;1;1;0;0;0
"1583";2887;12;"1994-05-10";"1994-06-29";50;1;3;1;0;0;0
"1584";2888;12;"1994-05-09";"1994-06-23";45;0;3;1;0;0;0
"1585";2889;12;"1994-05-09";"1994-06-29";51;1;3;1;0;0;0
"1586";2890;12;"1994-05-09";"1994-06-29";51;1;3;1;0;0;0
"1587";2891;12;"1994-05-19";"1994-06-23";35;1;3;1;0;0;0
"1588";2892;12;"1994-05-19";"1994-06-23";35;1;3;1;0;0;0
"1589";2893;12;"1994-05-10";"1994-06-23";44;1;3;1;0;0;0
"1590";2894;12;"1994-05-10";"1994-06-23";44;1;3;1;0;0;0
"1591";2901;12;"1994-06-01";"1994-06-23";22;0;7;1;0;0;0
"1592";2902;12;"1994-05-20";"1994-06-17";28;0;25;1;0;0;0
"1593";2903;12;"1994-05-06";"1994-06-15";40;0;3;1;0;0;0
"1594";2904;12;"1994-05-06";"1994-06-15";40;0;3;1;0;0;0
"1595";2905;12;"1994-06-01";"1994-06-16";15;1;3;1;0;0;0
"1596";2906;12;"1994-06-01";"1994-06-29";28;1;3;1;0;0;0
"1597";2909;12;"1994-05-25";"1994-06-29";35;1;14;1;0;0;0
"1598";2919;12;"1994-04-21";"1994-06-24";64;0;16;1;0;0;0
"1599";2920;12;"1994-04-27";"1994-06-16";50;0;14;0;0;0;0
"1600";2923;12;"1994-05-24";"1994-06-29";36;0;14;1;0;0;0
"1601";2924;12;"1994-06-10";"1994-06-23";13;0;3;1;0;0;0
"1602";2925;12;"1994-05-24";"1994-06-29";36;1;3;1;0;0;0
"1603";2926;12;"1994-05-24";"1994-06-24";31;NA;2;0;0;0;0
"1604";2930;12;"1994-06-22";"1994-06-24";2;0;14;1;0;0;0
"1605";2932;12;"1994-05-17";"1994-06-24";38;NA;14;0;0;0;0
"1606";2933;12;"1994-05-17";"1994-05-27";10;0;2;1;0;0;0
"1607";2934;12;"1994-05-17";"1994-05-27";10;1;2;1;0;0;0
"1608";2935;12;"1994-05-17";"1994-05-27";10;0;2;1;0;0;0
"1609";2939;12;"1994-06-16";"1994-06-29";13;1;3;1;0;0;0
"1610";2940;12;"1994-06-10";"1994-06-17";7;1;9;1;0;0;0
"1611";2941;12;"1994-06-10";"1994-06-29";19;1;3;1;0;0;0
"1612";2942;12;"1994-06-13";"1994-06-23";10;1;3;1;0;0;0
"1613";2944;12;"1994-05-25";"1994-06-17";23;NA;9;0;0;0;0
"1614";2948;12;"1994-06-20";"1994-09-06";78;0;3;1;0;0;0
"1615";2949;12;"1994-06-20";"1994-09-06";78;1;3;1;0;0;0
"1616";2965;12;"1994-06-21";"1994-06-29";8;0;2;1;0;0;0
"1617";2966;12;"1994-06-21";"1994-06-29";8;0;2;1;0;0;0
"1618";3004;12;"1993-11-04";"1994-04-14";161;1;7;1;0;0;0
"1619";3005;12;"1993-08-13";"1993-11-26";105;0;9;1;0;0;0
"1620";3006;12;"1993-09-04";"1993-10-22";48;0;9;1;0;0;0
"1621";3012;13;"1995-05-31";"1996-02-29";274;1;14;1;0;0;0
"1622";3018;13;"1995-03-02";"1995-05-18";77;1;3;1;0;0;0
"1623";3019;13;"1995-03-02";"1995-05-18";77;1;3;1;0;0;0
"1624";3025;13;"1995-03-02";"1996-12-06";645;1;16;1;0;0;0
"1625";3027;13;"1995-03-24";"1997-09-25";916;1;16;1;0;0;0
"1626";3032;13;"1995-05-05";"1996-02-01";272;0;3;1;0;0;0
"1627";3033;13;"1995-03-02";"1995-09-05";187;1;3;1;0;0;0
"1628";3040;13;"1995-03-02";"1995-06-22";112;0;2;1;0;0;0
"1629";3041;13;"1995-03-02";"1995-09-05";187;0;3;1;0;0;0
"1630";3045;13;"1995-03-02";"1995-05-18";77;1;7;1;0;0;0
"1631";3046;13;"1995-03-02";"1995-06-29";119;1;7;1;0;0;0
"1632";3047;13;"1995-03-02";"1995-06-29";119;0;1;1;0;0;0
"1633";3051;13;"1994-12-09";"1995-03-31";112;0;9;1;0;0;0
"1634";3052;13;"1994-11-24";"1995-02-09";77;0;3;1;0;0;0
"1635";3058;13;"1994-11-18";"1995-04-26";159;0;3;1;0;0;0
"1636";3059;13;"1994-12-21";"1995-05-11";141;0;16;1;0;0;0
"1637";3061;13;"1994-12-21";"1996-03-07";442;1;2;1;0;0;0
"1638";3064;13;"1995-01-12";"1995-03-17";64;1;1;1;0;0;0
"1639";3067;13;"1994-11-29";"1995-03-09";100;1;16;1;0;0;0
"1640";3083;13;"1995-02-02";"1995-03-31";57;1;3;1;0;0;0
"1641";3085;13;"1995-01-27";"1995-03-17";49;1;2;1;0;0;0
"1642";3086;13;"1995-03-09";"1995-05-18";70;1;3;1;0;0;0
"1643";3089;13;"1995-01-18";"1995-02-16";29;1;14;1;0;0;0
"1644";3091;13;"1995-01-20";"1995-06-29";160;NA;4;0;0;0;0
"1645";3092;13;"1995-01-24";"1995-06-29";156;NA;4;0;0;0;0
"1646";3095;13;"1995-03-17";"1995-06-22";97;1;3;1;0;0;0
"1647";3096;13;"1995-03-17";"1995-06-22";97;1;3;1;0;0;0
"1648";3097;13;"1995-03-20";"1995-06-29";101;0;3;1;0;0;0
"1649";3104;13;"1995-02-07";"1995-06-29";142;NA;4;0;0;0;0
"1650";3117;13;"1995-03-13";"1995-05-11";59;NA;16;0;0;0;0
"1651";3119;13;"1995-05-31";"1997-03-20";659;0;14;1;0;0;0
"1652";3120;13;"1995-04-26";"1995-06-01";36;1;2;1;0;0;0
"1653";3121;13;"1995-04-26";"1995-06-29";64;1;3;1;0;0;0
"1654";3127;13;"1995-03-08";"1995-06-02";86;NA;9;0;0;0;0
"1655";3131;13;"1995-04-04";"1995-05-18";44;1;1;1;0;0;0
"1656";3133;13;"1995-03-14";"1995-05-18";65;NA;1;0;0;0;0
"1657";3142;13;"1995-03-27";"1995-06-02";67;1;9;1;0;0;0
"1658";3143;13;"1995-03-27";"1995-05-12";46;NA;16;0;0;0;0
"1659";3145;13;"1995-06-13";"1997-09-11";821;1;16;1;0;0;0
"1660";3146;13;"1995-04-24";"1995-11-24";214;1;9;1;0;0;0
"1661";3147;13;"1995-04-24";"1995-06-01";38;1;14;1;0;0;0
"1662";3148;13;"1995-05-18";"1995-09-28";133;1;3;1;0;0;0
"1663";3149;13;"1995-05-18";"1995-09-28";133;1;3;1;0;0;0
"1664";3150;13;"1995-05-18";"1995-09-28";133;1;3;1;0;0;0
"1665";3155;13;"1995-05-15";"1995-06-22";38;1;21;1;0;0;0
"1666";3156;13;"1995-06-12";"1995-10-12";122;1;3;1;0;0;0
"1667";3157;13;"1995-06-12";"1995-11-08";149;0;3;1;0;0;0
"1668";3158;13;"1995-04-25";"1995-06-22";58;NA;21;0;0;0;0
"1669";3161;13;"1995-05-18";"1995-06-01";14;NA;4;0;0;0;0
"1670";3164;13;"1995-05-09";"1995-06-29";51;1;2;1;0;0;0
"1671";3165;13;"1995-05-09";"1995-06-01";23;1;4;1;0;0;0
"1672";3167;13;"1995-08-24";"1996-06-13";294;1;2;1;0;0;0
"1673";3168;13;"1995-06-29";"1995-10-26";119;0;25;1;0;0;0
"1674";3169;13;"1995-07-04";"1996-02-29";240;1;3;1;0;0;0
"1675";3170;13;"1995-06-27";"1995-09-28";93;1;3;1;0;0;0
"1676";3171;13;"1995-06-29";"1995-11-30";154;0;3;1;0;0;0
"1677";3172;13;"1995-06-29";"1996-02-08";224;1;3;1;0;0;0
"1678";3173;13;"1995-06-29";"1995-11-30";154;1;3;1;0;0;0
"1679";3174;13;"1995-06-29";"1995-11-23";147;1;3;1;0;0;0
"1680";3183;13;"1995-05-30";"1995-06-23";24;1;21;1;0;0;0
"1681";3189;13;"1995-08-24";"1995-12-07";105;1;14;1;0;0;0
"1682";3190;13;"1995-06-26";"1995-10-27";123;0;3;1;0;0;0
"1683";3191;13;"1995-06-27";"1996-01-18";205;1;3;1;0;0;0
"1684";3192;13;"1995-06-27";"1996-01-18";205;1;3;1;0;0;0
"1685";3193;13;"1995-09-01";"1996-02-01";153;1;3;1;0;0;0
"1686";3194;13;"1995-07-20";"1995-11-23";126;0;3;1;0;0;0
"1687";3195;13;"1995-07-21";"1995-10-12";83;1;3;1;0;0;0
"1688";3196;13;"1995-07-21";"1995-10-12";83;1;3;1;0;0;0
"1689";3197;13;"1995-07-21";"1995-10-12";83;1;3;1;0;0;0
"1690";3202;13;"1995-06-21";"1996-06-20";365;1;1;1;0;0;0
"1691";3211;13;"1995-06-28";"1995-10-13";107;0;2;1;0;0;0
"1692";3218;13;"1995-09-27";"1995-10-13";16;NA;2;0;0;0;0
"1693";3220;13;"1995-08-11";"1995-11-10";91;0;9;1;0;0;0
"1694";3221;13;"1995-09-27";"1996-02-29";155;1;2;1;0;0;0
"1695";3222;13;"1995-11-27";"1996-05-09";164;0;1;1;0;0;0
"1696";3223;13;"1995-11-27";"1996-05-09";164;0;1;1;0;0;0
"1697";3224;13;"1996-02-08";"1997-11-14";645;0;1;1;0;0;0
"1698";3225;13;"1995-11-29";"1996-12-05";372;1;25;1;0;0;0
"1699";3226;13;"1995-09-25";"1995-10-26";31;0;25;1;0;0;0
"1700";3227;13;"1995-09-28";"1995-12-08";71;0;25;1;0;0;0
"1701";3228;13;"1995-11-02";"1996-11-07";371;0;3;1;0;0;0
"1702";3229;13;"1995-09-25";"1995-10-26";31;0;3;1;0;0;0
"1703";3230;13;"1995-09-28";"1996-02-01";126;1;3;1;0;0;0
"1704";3231;13;"1995-09-28";"1996-02-01";126;0;3;1;0;0;0
"1705";3232;13;"1995-10-11";"1995-11-30";50;1;2;1;0;0;0
"1706";3233;13;"1995-10-26";"1996-11-15";386;1;4;1;0;0;0
"1707";3234;13;"1995-09-04";"1995-10-27";53;1;9;1;0;0;0
"1708";3235;13;"1995-10-11";"1996-04-25";197;1;9;1;0;0;0
"1709";3236;13;"1995-09-28";"1996-02-08";133;0;3;1;0;0;0
"1710";3237;13;"1995-09-28";"1996-05-09";224;1;3;1;0;0;0
"1711";3238;13;"1995-09-28";"1996-05-23";238;0;3;1;0;0;0
"1712";3239;13;"1995-11-27";"1996-05-23";178;0;3;1;0;0;0
"1713";3247;13;"1995-10-24";"1995-11-23";30;NA;2;0;0;0;0
"1714";3248;13;"1995-09-25";"1995-11-30";66;1;2;1;0;0;0
"1715";3249;13;"1995-10-20";"1996-01-18";90;1;2;1;0;0;0
"1716";3250;13;"1995-10-20";"1996-01-18";90;1;2;1;0;0;0
"1717";3251;13;"1995-11-24";"1996-02-02";70;1;14;1;0;0;0
"1718";3252;13;"1995-10-20";"1996-05-23";216;0;16;1;0;0;0
"1719";3253;13;"1995-10-20";"1997-06-26";615;0;16;1;0;0;0
"1720";3254;13;"1995-10-19";"1996-02-08";112;0;21;1;0;0;0
"1721";3255;13;"1995-10-20";"1995-11-23";34;1;3;1;0;0;0
"1722";3256;13;"1995-10-19";"1996-02-29";133;1;3;1;0;0;0
"1723";3257;13;"1995-10-19";"1996-02-29";133;1;3;1;0;0;0
"1724";3258;13;"1996-03-21";"1996-09-11";174;0;3;1;0;0;0
"1725";3259;13;"1996-03-21";"1996-09-11";174;0;3;1;0;0;0
"1726";3260;13;"1996-03-21";"1996-09-11";174;0;3;1;0;0;0
"1727";3261;13;"1995-10-19";"1996-02-29";133;1;3;1;0;0;0
"1728";3264;13;"1995-09-04";"1995-11-23";80;0;2;1;0;0;0
"1729";3268;13;"1995-09-19";"1996-05-09";233;NA;1;0;0;0;0
"1730";3269;13;"1995-09-19";"1996-05-09";233;NA;1;0;0;0;0
"1731";3270;13;"1995-09-19";"1996-11-14";422;1;4;1;0;0;0
"1732";3275;13;"1995-11-02";"1995-11-23";21;1;16;1;0;0;0
"1733";3276;13;"1995-12-18";"1997-10-01";653;NA;1;0;0;0;0
"1734";3277;13;"1995-11-13";"1996-03-07";115;NA;3;0;0;0;0
"1735";3278;13;"1995-11-17";"1995-11-23";6;1;4;0;0;0;0
"1736";3280;13;"1995-11-13";"1996-03-07";115;0;3;1;0;0;0
"1737";3281;13;"1995-11-13";"1996-02-29";108;1;3;1;0;0;0
"1738";3284;13;"1995-09-27";"1996-05-09";225;0;16;0;0;0;0
"1739";3289;13;"1995-09-29";"1995-11-23";55;1;4;0;0;0;0
"1740";3294;13;"1995-10-10";"1995-12-07";58;0;16;1;0;0;0
"1741";3295;13;"1995-10-10";"1996-10-11";367;0;16;1;0;0;0
"1742";3296;13;"1995-10-10";"1996-02-08";121;1;14;1;0;0;0
"1743";3299;13;"1995-11-27";"1995-12-08";11;1;14;1;0;0;0
"1744";3300;13;"1995-11-30";"1996-02-01";63;1;3;1;0;0;0
"1745";3301;13;"1995-11-30";"1996-02-01";63;1;3;1;0;0;0
"1746";3302;13;"1995-11-30";"1996-02-01";63;1;3;1;0;0;0
"1747";3303;13;"1995-11-30";"1996-02-01";63;1;3;1;0;0;0
"1748";3304;13;"1996-02-16";"1996-06-13";118;1;3;1;0;0;0
"1749";3310;13;"1995-10-24";"1996-02-08";107;1;2;0;0;0;0
"1750";3312;13;"1995-10-24";"1995-11-23";30;1;2;1;0;0;0
"1751";3313;13;"1995-10-24";"1996-02-08";107;1;2;1;0;0;0
"1752";3318;13;"1996-01-12";"1996-02-08";27;NA;2;0;0;0;0
"1753";3321;13;"1995-11-27";"1996-02-09";74;0;2;1;0;0;0
"1754";3322;13;"1996-01-10";"1996-04-25";106;1;3;1;0;0;0
"1755";3323;13;"1996-03-08";"1996-06-13";97;1;3;1;0;0;0
"1756";3324;13;"1996-03-08";"1996-06-13";97;1;3;1;0;0;0
"1757";3325;13;"1996-03-08";"1996-06-13";97;1;3;1;0;0;0
"1758";3326;13;"1995-11-07";"1996-02-09";94;NA;2;0;0;0;0
"1759";3327;13;"1995-11-07";"1995-11-23";16;1;2;1;0;0;0
"1760";3335;13;"1995-11-22";"1996-01-19";58;0;2;1;0;0;0
"1761";3336;13;"1995-11-22";"1996-05-24";184;1;2;0;0;0;0
"1762";3341;13;"1995-11-29";"1995-12-08";9;NA;14;0;0;0;0
"1763";3342;13;"1995-11-29";"1995-12-07";8;0;25;1;0;0;0
"1764";3345;13;"1995-12-05";"1996-02-08";65;1;2;1;0;0;0
"1765";3346;13;"1995-12-05";"1996-05-24";171;0;2;1;0;0;0
"1766";3354;13;"1996-03-04";"1996-05-24";81;NA;2;0;0;0;0
"1767";3355;13;"1996-02-23";"1996-06-27";125;1;7;1;0;0;0
"1768";3356;13;"1996-01-22";"1996-06-13";143;1;2;1;0;0;0
"1769";3357;13;"1996-02-23";"1996-05-23";90;1;9;1;0;0;0
"1770";3358;13;"1996-02-16";"1996-05-10";84;1;2;1;0;0;0
"1771";3359;13;"1996-03-06";"1996-06-27";113;1;14;1;0;0;0
"1772";3360;13;"1996-03-28";"1996-06-27";91;1;4;1;0;0;0
"1773";3361;13;"1996-03-21";"1996-11-14";238;0;16;1;0;0;0
"1774";3362;13;"1996-02-23";"1996-05-23";90;0;16;1;0;0;0
"1775";3363;13;"1996-03-28";"1996-06-21";85;0;2;1;0;0;0
"1776";3364;13;"1996-05-22";"1997-04-24";337;1;16;1;0;0;0
"1777";3365;13;"1996-03-21";"1998-06-18";819;1;16;1;0;0;0
"1778";3366;13;"1996-03-21";"1997-09-25";553;0;16;1;0;0;0
"1779";3367;13;"1996-02-23";"1996-06-27";125;0;3;1;0;0;0
"1780";3368;13;"1996-02-23";"1996-05-09";76;1;3;1;0;0;0
"1781";3369;13;"1996-02-23";"1996-05-23";90;1;3;1;0;0;0
"1782";3370;13;"1996-02-23";"1996-05-23";90;1;3;1;0;0;0
"1783";3371;13;"1996-02-23";"1996-05-23";90;1;3;1;0;0;0
"1784";3372;13;"1996-02-23";"1996-05-23";90;1;3;1;0;0;0
"1785";3373;13;"1996-02-23";"1996-06-13";111;0;3;1;0;0;0
"1786";3380;13;"1996-01-17";"1996-02-01";15;1;9;1;0;0;0
"1787";3382;13;"1996-03-11";"1996-06-20";101;1;3;1;0;0;0
"1788";3383;13;"1996-03-06";"1996-06-27";113;1;14;1;0;0;0
"1789";3384;13;"1996-03-06";"1996-06-27";113;0;16;1;0;0;0
"1790";3385;13;"1996-03-06";"1996-06-27";113;1;21;1;0;0;0
"1791";3386;13;"1996-03-11";"1996-06-20";101;1;3;1;0;0;0
"1792";3394;13;"1996-01-30";"1996-05-24";115;1;2;0;0;0;0
"1793";3395;13;"1996-10-01";"1997-01-31";122;0;2;1;0;0;0
"1794";3397;13;"1996-01-31";"1997-06-05";491;0;14;1;0;0;0
"1795";3402;13;"1996-02-06";"1996-05-24";108;0;2;1;0;0;0
"1796";3403;13;"1996-02-06";"1996-03-15";38;1;2;1;0;0;0
"1797";3404;13;"1996-02-06";"1996-03-01";24;0;2;1;0;0;0
"1798";3405;13;"1996-02-06";"1996-03-01";24;0;4;1;0;0;0
"1799";3407;13;"1996-06-13";"1997-12-11";546;1;16;1;0;0;0
"1800";3408;13;"1996-03-04";"1996-11-14";255;0;14;1;0;0;0
"1801";3409;13;"1996-05-22";"1997-10-09";505;0;14;1;0;0;0
"1802";3410;13;"1996-04-15";"1997-02-27";318;1;3;1;0;0;0
"1803";3411;13;"1996-04-15";"1996-06-20";66;1;3;1;0;0;0
"1804";3412;13;"1996-06-04";"1996-11-28";177;1;3;1;0;0;0
"1805";3413;13;"1996-04-23";"1996-06-13";51;1;1;1;0;0;0
"1806";3419;13;"1996-03-05";"1996-12-12";282;NA;16;0;0;0;0
"1807";3427;13;"1996-06-13";"1997-09-25";469;1;16;1;0;0;0
"1808";3428;13;"1996-04-15";"1996-06-14";60;0;2;1;0;0;0
"1809";3429;13;"1996-05-09";"1996-09-27";141;1;2;1;0;0;0
"1810";3430;13;"1996-04-15";"1996-06-27";73;1;4;1;0;0;0
"1811";3431;13;"1996-07-12";"1997-11-25";501;0;16;1;0;0;0
"1812";3432;13;"1996-06-04";"1998-02-12";618;0;16;1;0;0;0
"1813";3433;13;"1996-05-30";"1996-11-07";161;0;25;1;0;0;0
"1814";3434;13;"1996-06-13";"1996-09-26";105;1;3;1;0;0;0
