"docno";"lp";"date_bt_ini";"date_com_as";"date_com_ini";"date_com_out";"date_bt_out";"phase1";"phase2";"phase3";"phase4";"phase_total";"completed";"zustimmg";"election";"leadingcom";"compresOpp";"potLoss_emp";"potGain_emp";"potLoss_same90";"potGain_same90";"potLoss_past";"potGain_past";"potLoss_com";"potGain_com"
"14/1856";14;"1999-10-26";"1999-10-28";"1999-11-03";"1999-11-05";"1999-11-11";2;6;2;6;16;1;1;0;6;1;0;0;0;0;0;0;0;0
"14/1857";14;"1999-10-26";"1999-10-28";"1999-11-03";"1999-11-05";"1999-11-11";2;6;2;6;16;1;1;0;6;1;0;0;0;0;0;0;0;0
"14/1928";14;"1999-10-29";"1999-11-04";"1999-11-10";"1999-12-01";"1999-12-03";6;6;21;2;35;1;0;0;13;1;0;0;0;0;0;0;0;0
"14/1929";14;"1999-10-29";"1999-11-25";"1999-12-01";"1999-12-01";"1999-12-02";27;6;0;1;34;1;0;0;12;1;0;0;0;0;0;0;0;0
"14/1932";14;"1999-10-29";"1999-11-11";"1999-12-01";"2000-07-05";"2000-07-07";13;20;217;2;252;1;1;0;5;0;0;0;0;0;0;0;0;0
"14/1958";14;"1999-11-02";"1999-11-04";"1999-11-10";"1999-11-29";"1999-12-02";2;6;19;3;30;1;0;0;13;1;0;0;0;0;0;0;0;0
"14/2013";14;"1999-11-08";"1999-11-11";"1999-12-01";"1999-12-14";"1999-12-15";3;20;13;1;37;1;0;0;10;0;0;0;0;0;0;0;0;0
"14/2095";14;"1999-11-11";"1999-11-25";"1999-12-01";"1999-12-01";"1999-12-02";14;6;0;1;21;1;1;0;5;0;0;0;0;0;0;0;0;0
"14/2120";14;"1999-11-19";"1999-12-02";"2000-02-23";"2000-04-04";"2000-04-06";13;83;41;2;139;1;1;0;13;1;0;0;0;0;0;0;0;0
"14/2125";14;"1999-11-19";"1999-12-02";"2000-01-26";"2000-02-18";"2000-03-16";13;55;23;27;118;1;0;0;12;1;0;0;0;0;0;0;0;0
"14/2269";14;"1999-12-01";"1999-12-16";"2000-01-26";"2000-01-26";"2000-01-27";15;41;0;1;57;1;1;0;13;1;0;0;0;0;0;0;0;0
"14/228";14;"1998-12-21";"1999-01-21";"1999-03-03";"1999-03-04";"1999-03-04";31;41;1;0;73;1;1;0;8;1;1;0;1;0;1;0;1;0
"14/229";14;"1998-12-21";"1999-01-28";"1999-02-09";"1999-02-24";"1999-02-24";38;12;15;0;65;1;1;0;2;0;1;0;1;0;1;0;1;0
"14/2292";14;"1999-12-02";"1999-12-15";"2000-01-19";"2000-05-10";"2000-05-12";13;35;112;2;162;1;0;0;2;0;0;0;0;0;0;0;0;0
"14/23";14;"1998-11-09";"1998-11-13";"1998-11-18";"1998-12-02";"1999-03-04";4;5;14;92;115;1;1;0;5;0;0;0;0;0;1;0;0;0
"14/2340";14;"1999-12-13";"1999-12-16";"2000-01-26";"2000-03-22";"2000-03-24";3;41;56;2;102;1;1;0;10;0;0;0;0;0;0;0;0;0
"14/2341";14;"1999-12-13";"1999-12-16";"2000-01-19";"2000-02-23";"2000-02-25";3;34;35;2;74;1;1;0;12;1;0;0;0;0;0;0;0;0
"14/2368";14;"1999-12-14";"2000-01-28";"2000-02-23";"2000-03-14";"2000-03-16";45;26;20;2;93;1;0;0;3;0;0;0;0;0;0;0;0;0
"14/24";14;"1998-11-09";"1998-11-11";"1998-11-13";"1998-12-08";"1998-12-10";2;2;25;2;31;1;1;0;2;0;0;0;0;0;1;0;0;0
"14/2421";14;"1999-12-17";"2000-01-27";"2000-02-23";"2000-02-25";"2000-03-23";41;27;2;27;97;1;1;0;6;1;0;0;0;0;0;0;0;0
"14/2422";14;"1999-12-17";"2000-01-27";"2000-03-22";"2000-04-06";"2000-05-11";41;55;15;35;146;1;1;0;12;1;0;0;0;0;0;0;0;0
"14/2423";14;"1999-12-17";"2000-01-27";"2000-03-22";"2000-04-06";"2000-05-11";41;55;15;35;146;1;1;0;12;1;0;0;0;0;0;0;0;0
"14/2443";14;"1999-12-23";"2000-01-27";"2000-02-23";"2000-02-23";"2000-02-25";35;27;0;2;64;1;1;0;7;0;0;0;0;0;0;0;0;0
"14/2498";14;"2000-01-10";"2000-01-20";"2000-01-31";"2000-01-31";"2000-02-17";10;11;0;17;38;1;0;0;8;0;0;0;0;0;0;0;0;0
"14/2530";14;"2000-01-19";"2000-01-27";"2000-02-16";"2000-04-12";"2000-05-12";8;20;56;30;114;1;1;0;2;0;0;0;0;0;0;0;0;0
"14/2566";14;"2000-01-25";"2000-01-27";"2000-02-16";"2000-02-23";"2000-02-25";2;20;7;2;31;1;1;0;6;1;0;0;0;0;0;0;0;0
"14/2577";14;"2000-01-26";"2000-02-17";"2000-04-05";"2000-05-30";"2000-06-08";22;48;55;9;134;1;1;0;3;0;0;0;0;0;0;0;0;0
"14/2636";14;"2000-01-28";"2000-03-16";"2000-05-10";"2000-05-11";"2000-05-18";48;55;1;7;111;1;1;0;6;1;0;0;0;0;0;0;0;0
"14/2658";14;"2000-02-09";"2000-02-17";"2000-02-23";"2000-04-12";"2000-04-13";8;6;49;1;64;1;0;0;13;1;0;0;0;0;0;0;0;0
"14/2667";14;"2000-02-10";"2000-02-24";"2000-02-25";"2000-05-08";"2000-05-11";14;1;73;3;91;1;1;0;5;0;0;0;0;0;0;0;0;0
"14/2668";14;"2000-02-10";"2000-02-24";"2000-05-10";"2000-10-25";"2000-10-27";14;76;168;2;260;1;1;0;13;1;0;0;0;0;0;0;0;0
"14/2675";14;"2000-02-14";"2000-02-17";"2000-03-15";"2000-03-20";"2000-03-23";3;27;5;3;38;1;1;0;3;0;0;0;0;0;0;0;0;0
"14/2681";14;"2000-02-14";"2000-02-24";"2000-04-12";"2000-05-16";"2000-05-18";10;48;34;2;94;1;1;0;10;0;0;0;0;0;0;0;0;0
"14/2682";14;"2000-02-14";"2000-02-24";"2000-05-10";"2000-10-25";"2000-10-27";10;76;168;2;256;1;0;0;13;1;0;0;0;0;0;0;0;0
"14/2696";14;"2000-02-16";"2000-02-24";"2000-03-15";"2000-03-24";"2000-04-06";8;20;9;13;50;1;0;0;13;1;0;0;0;0;0;0;0;0
"14/2697";14;"2000-02-16";"2000-02-24";"2000-03-15";"2000-03-24";"2000-04-06";8;20;9;13;50;1;0;0;13;1;0;0;0;0;0;0;0;0
"14/2698";14;"2000-02-16";"2000-02-24";"2000-06-07";"2000-06-07";"2000-06-08";8;104;0;1;113;1;0;0;10;0;0;0;0;0;0;0;0;0
"14/2726";14;"2000-02-18";"2000-02-24";"2000-03-15";"2000-03-22";"2000-03-23";6;20;7;1;34;1;1;0;3;0;0;0;0;0;0;0;0;0
"14/2764";14;"2000-02-22";"2000-02-24";"2000-03-22";"2000-03-22";"2000-03-23";2;27;0;1;30;1;1;0;2;0;0;0;0;0;0;0;0;0
"14/2765";14;"2000-02-22";"2000-02-25";"2000-03-13";"2000-03-22";"2000-03-24";3;17;9;2;31;1;0;0;12;1;0;0;0;0;0;0;0;0
"14/280";14;"1999-01-19";"1999-01-22";"1999-01-27";"1999-03-01";"1999-03-04";3;5;33;3;44;1;1;0;2;0;1;0;1;0;1;0;1;0
