"lp";"date_bt_ini";"date_bt_out";"phase_total";"zustimmg";"leadingcom";"completed";"nummer";"election";"potLoss_same90";"potGain_same90"
11;"1987-07-22";"1987-12-09";140;0;3;1;1480;0;0;0
11;"1987-06-15";"1987-06-25";10;0;7;1;1485;0;0;0
11;"1987-11-06";"1988-06-09";216;0;16;1;1494;0;0;0
11;"1987-10-08";"1987-11-13";36;1;1;1;1495;0;0;0
11;"1987-10-05";"1988-05-05";213;1;3;1;1496;0;0;0
11;"1987-10-06";"1988-05-19";226;1;3;1;1497;0;0;0
11;"1987-10-06";"1988-06-09";247;0;3;1;1498;0;0;0
11;"1987-10-22";"1988-06-16";238;1;2;1;1499;0;0;0
11;"1987-11-24";"1988-06-23";212;1;9;1;1500;0;0;0
11;"1987-10-22";"1987-12-03";42;0;21;1;1501;0;0;0
11;"1987-08-14";"1987-11-27";105;0;9;1;1502;0;0;0
11;"1987-10-06";"1987-11-12";37;NA;2;0;1503;0;0;0
11;"1987-10-21";"1987-12-10";50;0;25;1;1506;0;0;0
11;"1987-09-28";"1987-11-13";46;0;2;1;1507;0;0;0
11;"1987-10-21";"1988-01-14";85;1;3;1;1508;0;0;0
11;"1987-10-21";"1988-01-14";85;1;3;1;1509;0;0;0
11;"1987-10-21";"1987-11-12";22;1;3;1;1510;0;0;0
11;"1987-09-15";"1987-11-12";58;1;2;1;1514;0;0;0
11;"1987-11-24";"1988-05-05";163;1;4;1;1518;0;0;0
11;"1987-11-12";"1988-04-14";154;0;3;1;1519;0;0;0
11;"1987-10-07";"1987-11-05";29;0;16;1;1522;0;0;0
11;"1987-10-14";"1987-11-13";30;0;2;1;1524;0;0;0
11;"1987-12-18";"1988-03-03";76;0;14;1;1529;0;0;0
11;"1987-12-07";"1988-05-19";164;0;3;1;1530;0;0;0
11;"1987-11-04";"1987-12-09";35;0;2;1;1540;0;0;0
11;"1988-02-16";"1988-11-10";268;1;7;1;1541;0;0;0
11;"1988-01-07";"1988-03-10";63;0;3;1;1542;0;0;0
11;"1988-01-07";"1988-03-10";63;0;3;1;1543;0;0;0
11;"1988-01-07";"1988-09-22";259;0;3;1;1544;0;0;0
11;"1988-01-07";"1988-05-05";119;1;3;1;1545;0;0;0
11;"1987-11-11";"1988-06-16";218;0;2;1;1547;0;0;0
11;"1987-11-11";"1987-12-03";22;0;2;1;1548;0;0;0
11;"1987-11-16";"1987-12-09";23;0;14;1;1555;0;0;0
11;"1988-04-20";"1989-06-15";421;0;9;1;1568;0;0;0
11;"1988-03-18";"1988-09-22";188;1;3;1;1569;0;0;0
11;"1988-02-16";"1989-09-14";576;0;3;1;1570;0;0;0
11;"1988-02-16";"1989-10-19";611;0;3;1;1571;0;0;0
11;"1988-03-23";"1988-11-11";233;0;25;1;1572;0;0;0
11;"1988-02-18";"1988-03-10";21;1;2;1;1573;0;0;0
11;"1988-02-16";"1988-04-21";65;0;16;1;1574;0;0;0
11;"1988-02-17";"1988-09-22";218;1;3;1;1575;0;0;0
11;"1988-02-17";"1988-05-19";92;1;3;1;1576;0;0;0
11;"1988-03-18";"1988-06-16";90;1;2;1;1577;0;0;0
11;"1988-05-06";"1989-06-15";405;1;2;1;1578;0;0;0
11;"1988-03-07";"1989-04-27";416;1;2;1;1580;0;0;0
11;"1988-02-26";"1988-06-16";111;1;3;1;1581;0;0;0
11;"1988-02-26";"1988-06-16";111;1;3;1;1582;0;0;0
11;"1988-03-07";"1988-09-29";206;1;3;1;1583;0;0;0
11;"1988-06-24";"1989-12-14";538;0;1;1;1586;0;0;0
11;"1988-03-23";"1988-11-10";232;0;9;1;1587;0;0;0
11;"1988-03-23";"1988-05-19";57;0;2;1;1588;0;0;0
11;"1988-05-06";"1989-06-15";405;1;2;1;1589;0;0;0
11;"1988-03-21";"1988-04-21";31;1;3;1;1592;0;0;0
11;"1988-06-09";"1989-11-15";524;0;16;1;1600;0;0;0
11;"1988-09-01";"1988-12-01";91;1;7;1;1601;0;0;0
11;"1988-05-06";"1988-06-23";48;0;2;1;1602;0;0;0
11;"1988-05-13";"1988-11-10";181;1;14;1;1603;0;0;0
11;"1988-05-06";"1988-09-22";139;0;3;1;1604;0;0;0
11;"1988-05-06";"1988-12-07";215;1;3;1;1605;0;0;0
11;"1988-05-06";"1989-10-05";517;0;3;1;1606;0;0;0
11;"1988-05-06";"1989-02-16";286;1;3;1;1607;0;0;0
11;"1988-05-02";"1988-11-25";207;1;2;1;1608;0;0;0
11;"1988-05-02";"1988-06-23";52;1;9;1;1611;0;0;0
11;"1988-05-27";"1988-12-08";195;1;14;1;1613;0;0;0
11;"1988-05-30";"1989-03-09";283;1;3;1;1614;0;0;0
11;"1988-05-27";"1988-09-29";125;1;14;1;1615;0;0;0
11;"1988-04-19";"1988-06-23";65;NA;9;0;1618;0;0;0
11;"1988-04-19";"1988-06-10";52;NA;7;0;1619;0;0;0
11;"1988-04-20";"1988-12-09";233;0;1;1;1620;0;0;0
11;"1988-05-24";"1988-06-23";30;0;2;1;1628;0;0;0
11;"1988-07-21";"1988-12-01";133;0;14;1;1629;0;0;0
11;"1988-08-03";"1988-11-10";99;1;14;1;1630;0;0;0
11;"1988-06-15";"1988-11-25";163;1;2;1;1631;0;0;0
11;"1988-06-22";"1988-12-01";162;1;3;1;1632;0;0;0
11;"1988-05-03";"1988-11-25";206;NA;2;0;1634;0;0;0
11;"1988-05-05";"1988-06-16";42;0;14;1;1635;0;0;0
11;"1988-09-01";"1989-01-19";140;1;7;1;1639;0;0;0
11;"1988-09-02";"1989-04-20";230;1;1;1;1640;0;0;0
11;"1988-08-22";"1989-06-23";305;1;2;1;1641;0;0;0
11;"1988-08-26";"1989-04-21";238;1;16;1;1642;0;0;0
11;"1988-07-15";"1989-04-20";279;0;3;1;1643;0;0;0
11;"1988-07-15";"1988-11-11";119;0;7;1;1644;0;0;0
11;"1988-07-15";"1988-10-13";90;0;3;1;1645;0;0;0
11;"1988-06-16";"1988-12-01";168;0;2;1;1655;0;0;0
11;"1989-01-26";"1989-11-16";294;1;21;1;1659;0;0;0
11;"1989-01-25";"1989-06-15";141;1;1;1;1660;0;0;0
11;"1988-09-26";"1988-11-11";46;0;25;1;1661;0;0;0
11;"1988-10-07";"1989-06-15";251;0;16;1;1662;0;0;0
11;"1988-09-26";"1989-06-02";249;0;2;1;1663;0;0;0
11;"1988-09-26";"1988-11-24";59;1;9;1;1664;0;0;0
11;"1988-09-26";"1988-11-24";59;0;9;1;1665;0;0;0
11;"1988-09-26";"1989-01-20";116;1;2;1;1666;0;0;0
11;"1988-10-11";"1988-12-01";51;1;3;1;1667;0;0;0
11;"1988-09-26";"1988-12-02";67;0;2;1;1668;0;0;0
11;"1988-11-03";"1989-05-11";189;0;1;1;1669;0;0;0
11;"1988-11-03";"1989-10-05";336;1;16;1;1670;0;0;0
11;"1989-02-14";"1990-01-25";345;0;3;1;1671;0;0;0
11;"1988-09-26";"1988-11-24";59;1;9;1;1672;0;0;0
11;"1988-10-07";"1989-04-20";195;0;3;1;1673;0;0;0
11;"1988-08-12";"1988-11-24";104;0;9;1;1674;0;0;0
11;"1988-09-02";"1988-09-30";28;0;9;1;1677;0;0;0
11;"1989-02-16";"1989-11-16";273;1;25;1;1678;0;0;0
11;"1988-12-01";"1990-10-30";698;1;16;1;1679;0;0;0
11;"1988-10-19";"1989-02-16";120;1;3;1;1680;0;0;0
11;"1988-09-27";"1988-12-02";66;1;2;1;1685;0;0;0
11;"1988-09-27";"1988-11-10";44;0;16;1;1686;0;0;0
11;"1988-10-20";"1988-12-08";49;0;1;1;1688;0;0;0
11;"1988-11-04";"1988-12-01";27;0;3;1;1693;0;0;0
11;"1988-11-07";"1988-12-08";31;1;9;1;1694;0;0;0
11;"1989-02-03";"1989-09-14";223;0;3;1;1695;0;0;0
11;"1989-02-03";"1989-09-14";223;0;3;1;1696;0;0;0
11;"1989-01-19";"1989-09-14";238;1;3;1;1697;0;0;0
11;"1988-12-05";"1989-05-11";157;1;3;1;1698;0;0;0
11;"1989-04-06";"1990-03-29";357;1;14;1;1701;0;0;0
11;"1989-02-24";"1989-06-16";112;1;7;1;1702;0;0;0
11;"1989-10-25";"1990-03-07";133;1;1;1;1703;0;0;0
11;"1989-01-25";"1989-04-20";85;1;9;1;1704;0;0;0
11;"1989-01-06";"1990-02-15";405;1;3;1;1705;0;0;0
11;"1989-01-06";"1989-05-11";125;0;3;1;1706;0;0;0
11;"1988-11-30";"1989-03-16";106;0;7;1;1713;0;0;0
11;"1989-03-09";"1989-10-05";210;0;2;1;1722;0;0;0
11;"1989-03-09";"1990-03-07";363;0;14;1;1723;0;0;0
11;"1989-02-24";"1989-04-27";62;0;1;1;1724;0;0;0
11;"1989-02-24";"1989-06-16";112;0;21;1;1725;0;0;0
11;"1989-02-17";"1989-03-16";27;0;2;1;1726;0;0;0
11;"1989-03-16";"1990-06-01";442;1;25;1;1727;0;0;0
11;"1989-02-20";"1989-06-15";115;0;9;1;1728;0;0;0
11;"1989-02-17";"1989-09-28";223;1;3;1;1729;0;0;0
11;"1989-04-06";"1989-09-28";175;1;3;1;1730;0;0;0
11;"1989-03-03";"1989-06-15";104;0;2;1;1731;0;0;0
11;"1989-04-06";"1990-05-31";420;1;14;1;1732;0;0;0
11;"1989-03-13";"1989-06-15";94;1;9;1;1736;0;0;0
11;"1989-03-16";"1989-05-11";56;1;2;1;1737;0;0;0
11;"1989-03-13";"1989-06-01";80;0;2;1;1738;0;0;0
11;"1989-04-06";"1990-02-15";315;1;3;1;1739;0;0;0
11;"1989-05-11";"1990-04-25";349;1;16;1;1740;0;0;0
11;"1989-03-13";"1989-11-15";247;1;9;1;1742;0;0;0
11;"1989-02-24";"1989-06-01";97;0;2;1;1743;0;0;0
11;"1989-05-30";"1989-10-26";149;0;25;1;1748;0;0;0
11;"1989-04-28";"1989-11-09";195;1;2;1;1749;0;0;0
11;"1989-06-22";"1989-12-07";168;1;7;1;1750;0;0;0
11;"1989-05-30";"1989-12-07";191;1;25;1;1751;0;0;0
11;"1989-05-19";"1990-06-01";378;1;25;1;1752;0;0;0
11;"1989-06-12";"1989-11-15";156;1;14;1;1753;0;0;0
11;"1989-05-03";"1989-06-16";44;0;7;1;1754;0;0;0
11;"1989-05-19";"1989-10-19";153;1;2;1;1755;0;0;0
11;"1989-06-15";"1990-05-31";350;1;25;0;1756;0;0;0
11;"1989-05-30";"1990-06-01";367;1;25;1;1762;0;0;0
11;"1989-06-30";"1990-03-15";258;1;21;1;1763;0;0;0
11;"1989-05-22";"1989-06-22";31;1;3;1;1764;0;0;0
11;"1989-05-22";"1990-04-27";340;0;3;1;1765;0;0;0
11;"1989-05-16";"1990-01-18";247;1;21;1;1769;0;0;0
11;"1989-06-12";"1989-10-05";115;1;7;1;1770;0;0;0
11;"1989-09-01";"1990-03-15";195;1;2;1;1771;0;0;0
11;"1989-06-15";"1989-12-14";182;1;16;1;1772;0;0;0
11;"1989-06-15";"1989-12-14";182;0;16;1;1773;0;0;0
11;"1989-04-21";"1989-06-02";42;0;9;1;1774;0;0;0
11;"1989-06-30";"1989-11-15";138;0;25;1;1775;0;0;0
11;"1989-06-06";"1989-06-22";16;0;3;1;1776;0;0;0
11;"1989-07-13";"1990-02-08";210;0;3;1;1777;0;0;0
11;"1989-06-12";"1990-04-26";318;NA;14;0;1778;0;0;0
11;"1989-04-25";"1989-12-07";226;0;16;1;1779;0;0;0
11;"1989-04-25";"1989-10-05";163;1;14;1;1780;0;0;0
11;"1989-04-26";"1989-06-01";36;0;3;1;1781;0;0;0
11;"1989-05-09";"1989-06-16";38;NA;9;0;1788;0;0;0
11;"1989-05-09";"1989-06-16";38;1;2;1;1789;0;0;0
11;"1989-05-09";"1989-06-16";38;1;2;1;1790;0;0;0
11;"1989-06-05";"1989-06-16";11;NA;2;0;1791;0;0;0
11;"1989-06-05";"1989-06-22";17;1;14;1;1793;0;0;0
11;"1989-06-05";"1989-06-16";11;1;9;1;1794;0;0;0
11;"1989-06-05";"1989-06-16";11;NA;2;0;1795;0;0;0
11;"1989-06-12";"1989-11-15";156;1;14;1;1799;0;0;0
11;"1989-10-25";"1990-05-10";197;1;2;1;1800;0;0;0
11;"1989-07-11";"1990-05-31";324;0;21;1;1801;0;0;0
11;"1989-08-10";"1989-11-16";98;0;3;1;1802;0;0;0
11;"1989-09-01";"1989-10-27";56;1;1;1;1803;0;0;0
11;"1989-07-10";"1989-12-07";150;1;3;1;1804;0;0;0
11;"1989-05-30";"1989-06-22";23;NA;14;0;1806;0;0;0
11;"1989-08-31";"1989-11-16";77;1;14;1;1810;0;0;0
11;"1987-11-16";"1989-06-16";578;0;14;1;1812;0;0;0
11;"1989-07-14";"1989-11-15";124;0;2;1;1814;0;0;0
11;"1989-11-09";"1990-03-29";140;1;2;1;1821;0;0;0
11;"1989-12-21";"1990-10-25";308;0;16;1;1822;0;0;0
11;"1989-10-04";"1989-11-16";43;0;25;1;1823;0;0;0
11;"1989-10-25";"1990-06-20";238;0;16;1;1824;0;0;0
11;"1989-10-19";"1990-01-25";98;1;9;1;1825;0;0;0
11;"1989-10-04";"1990-02-08";127;1;16;1;1826;0;0;0
11;"1990-02-23";"1990-03-29";34;1;1;1;1827;0;0;0
11;"1989-10-11";"1990-03-07";147;1;2;1;1828;0;0;0
11;"1989-10-04";"1990-05-31";239;0;7;1;1829;0;0;0
11;"1989-11-27";"1990-06-20";205;1;4;1;1830;0;0;0
11;"1989-10-25";"1990-10-24";364;0;16;1;1831;0;0;0
11;"1989-10-25";"1990-10-30";370;0;16;1;1832;0;0;0
11;"1989-10-25";"1990-02-08";106;1;3;1;1834;0;0;0
11;"1989-10-04";"1990-02-08";127;1;3;1;1835;0;0;0
11;"1989-10-04";"1990-09-20";351;1;3;1;1836;0;0;0
11;"1989-10-04";"1989-11-16";43;0;3;1;1837;0;0;0
11;"1989-08-11";"1989-12-01";112;0;9;1;1838;0;0;0
11;"1989-09-04";"1989-09-15";11;1;7;1;1841;0;0;0
11;"1989-10-02";"1989-11-16";45;1;9;1;1844;0;0;0
11;"1989-11-27";"1990-02-15";80;0;2;1;1845;0;0;0
11;"1989-11-27";"1990-06-20";205;1;16;1;1846;0;0;0
11;"1989-11-27";"1990-10-30";337;0;16;1;1847;0;0;0
11;"1989-12-07";"1990-10-30";327;1;16;1;1848;0;0;0
11;"1989-10-11";"1989-11-09";29;1;14;1;1849;0;0;0
11;"1989-10-02";"1989-10-26";24;1;3;1;1851;0;0;0
11;"1989-12-21";"1990-06-20";181;1;7;1;1857;0;0;0
11;"1989-12-21";"1990-06-20";181;1;7;1;1858;0;0;0
11;"1989-12-01";"1990-03-28";117;1;2;1;1859;0;0;0
11;"1989-11-17";"1990-02-15";90;1;3;1;1860;0;0;0
11;"1989-11-17";"1990-02-15";90;1;3;1;1861;0;0;0
11;"1989-11-17";"1990-02-08";83;1;3;1;1862;0;0;0
11;"1989-11-17";"1990-09-20";307;0;3;1;1863;0;0;0
11;"1989-10-17";"1989-11-16";30;0;25;1;1872;0;0;0
11;"1989-12-12";"1990-03-07";85;0;3;1;1874;0;0;0
11;"1989-12-04";"1990-03-28";114;1;4;1;1875;0;0;0
11;"1989-12-07";"1990-04-27";141;0;4;1;1876;0;0;0
11;"1989-12-21";"1990-04-25";125;1;16;1;1877;0;0;0
11;"1990-02-01";"1990-05-31";119;1;2;0;1878;0;0;0
11;"1989-12-12";"1990-05-10";149;0;3;1;1879;0;0;0
11;"1989-12-12";"1990-04-25";134;0;3;1;1881;0;0;0
11;"1989-11-07";"1989-11-16";9;0;16;1;1884;0;0;0
11;"1989-11-07";"1989-11-16";9;0;16;1;1885;0;0;0
11;"1989-12-27";"1990-02-15";50;1;9;1;1886;0;0;0
11;"1990-02-01";"1990-10-30";271;1;9;1;1887;0;0;0
11;"1990-02-01";"1990-10-30";271;0;9;1;1888;0;0;0
11;"1990-01-19";"1990-09-05";229;1;16;1;1889;0;0;0
11;"1990-02-01";"1990-03-29";56;1;1;1;1890;0;0;0
11;"1989-11-14";"1989-12-07";23;1;9;1;1894;0;0;0
11;"1989-12-05";"1990-03-15";100;NA;1;0;1900;0;0;0
11;"1989-12-06";"1990-02-15";71;NA;9;0;1901;0;0;0
11;"1989-12-13";"1990-01-18";36;0;7;1;1904;0;0;0
11;"1990-03-02";"1990-06-20";110;0;3;1;1907;0;0;0
11;"1990-03-01";"1990-10-30";243;0;3;1;1909;0;0;0
11;"1990-03-29";"1990-10-25";210;1;3;1;1910;0;0;0
11;"1990-02-28";"1990-09-13";197;0;3;1;1911;0;0;0
11;"1990-02-28";"1990-05-10";71;1;3;1;1912;0;0;0
11;"1990-02-28";"1990-05-10";71;1;3;1;1913;0;0;0
11;"1990-02-28";"1990-09-20";204;1;3;1;1914;0;0;0
11;"1990-02-28";"1990-05-10";71;1;3;1;1915;0;0;0
11;"1990-02-28";"1990-03-28";28;1;2;1;1916;0;0;0
11;"1990-05-07";"1990-10-25";171;1;7;1;1917;0;0;0
11;"1990-02-28";"1990-05-31";92;1;25;1;1918;0;0;0
11;"1990-01-27";"1990-04-26";89;1;14;1;1919;0;0;0
11;"1990-02-23";"1990-06-20";117;1;14;1;1920;0;0;0
11;"1990-02-28";"1990-03-30";30;1;14;1;1921;0;0;0
11;"1990-03-28";"1990-10-25";211;1;14;1;1922;0;0;0
11;"1990-02-28";"1990-05-31";92;1;14;1;1923;0;0;0
11;"1990-03-22";"1990-10-30";222;1;7;1;1924;0;0;0
11;"1990-03-01";"1990-05-31";91;1;3;1;1925;0;0;0
11;"1990-02-19";"1990-03-15";24;1;1;1;1926;0;0;0
11;"1990-01-18";"1990-05-31";133;1;1;0;1928;0;0;0
11;"1990-03-22";"1990-09-20";182;0;3;1;1935;0;0;0
11;"1990-03-21";"1990-05-11";51;1;2;1;1936;0;0;0
11;"1990-04-19";"1990-06-20";62;1;9;1;1937;0;0;0
11;"1990-04-19";"1990-06-20";62;0;9;1;1938;0;0;0
11;"1990-02-28";"1990-05-31";92;1;14;1;1939;0;0;0
11;"1990-03-22";"1990-10-25";217;1;3;1;1940;0;0;0
11;"1990-03-26";"1990-09-13";171;0;1;1;1941;0;0;0
11;"1990-02-06";"1990-03-07";29;0;3;1;1945;0;0;0
11;"1990-02-14";"1990-05-31";106;NA;2;0;1950;0;0;0
11;"1990-02-14";"1990-09-20";218;NA;16;0;1952;0;0;0
11;"1990-04-20";"1990-06-20";61;1;3;1;1953;0;0;0
11;"1990-03-19";"1990-05-10";52;1;3;1;1954;0;0;0
11;"1990-04-10";"1990-10-25";198;0;9;1;1955;0;0;0
11;"1990-05-10";"1990-09-20";133;1;16;1;1956;0;0;0
11;"1990-04-27";"1990-10-24";180;0;14;1;1957;0;0;0
11;"1990-02-23";"1990-03-30";35;0;9;1;1958;0;0;0
11;"1990-04-27";"1990-10-30";186;0;16;1;1959;0;0;0
11;"1990-05-07";"1990-05-31";24;1;2;1;1960;0;0;0
11;"1990-05-10";"1990-10-30";173;1;2;1;1961;0;0;0
11;"1990-05-10";"1990-10-24";167;0;2;1;1962;0;0;0
11;"1990-04-10";"1990-09-13";156;0;3;1;1963;0;0;0
11;"1990-03-21";"1990-05-31";71;1;9;1;1967;0;0;0
11;"1990-03-13";"1990-05-31";79;1;7;1;1973;0;0;0
11;"1990-03-15";"1990-06-20";97;0;16;1;1975;0;0;0
11;"1990-03-15";"1990-10-25";224;0;1;1;1976;0;0;0
11;"1990-03-15";"1990-06-20";97;1;16;1;1977;0;0;0
11;"1990-04-11";"1990-05-31";50;1;14;1;1978;0;0;0
11;"1990-05-21";"1990-09-20";122;0;3;1;1981;0;0;0
11;"1990-04-23";"1990-06-20";58;0;9;1;1982;0;0;0
11;"1990-04-23";"1990-05-31";38;1;1;1;1983;0;0;0
11;"1990-04-21";"1990-05-31";40;1;14;1;1984;0;0;0
11;"1990-05-22";"1990-05-31";9;NA;9;0;1985;0;0;0
11;"1990-07-18";"1990-10-31";105;NA;9;0;1986;0;0;0
11;"1990-05-08";"1990-05-23";15;0;14;1;1991;0;0;0
11;"1990-05-08";"1990-05-31";23;1;9;1;1992;0;0;0
11;"1990-08-31";"1990-10-30";60;1;14;1;1996;0;0;0
11;"1990-08-10";"1990-10-30";81;1;9;1;1997;0;0;0
11;"1990-06-05";"1990-10-30";147;0;3;1;1998;0;0;0
11;"1990-06-07";"1990-06-21";14;1;3;1;2007;0;0;0
11;"1990-05-18";"1990-06-21";34;0;9;1;2008;0;0;0
11;"1990-05-18";"1990-06-21";34;0;25;1;2009;0;0;0
11;"1990-05-18";"1990-06-21";34;NA;3;0;2010;0;0;0
11;"1990-05-29";"1990-06-20";22;0;7;1;2015;0;0;0
11;"1990-05-29";"1990-06-20";22;1;2;1;2016;0;0;0
11;"1990-06-19";"1990-10-30";133;NA;9;0;2027;0;0;0
11;"1990-08-05";"1990-08-23";18;1;3;1;2036;0;0;0
11;"1990-10-09";"1990-10-30";21;1;9;1;2044;1;0;0
11;"1990-09-27";"1990-10-25";28;1;3;1;2045;1;0;0
11;"1990-09-27";"1990-10-25";28;1;3;1;2046;1;0;0
11;"1990-09-27";"1990-10-30";33;1;3;1;2047;1;0;0
11;"1990-09-28";"1990-10-30";32;1;9;1;2048;1;0;0
11;"1990-10-01";"1990-10-30";29;1;3;1;2049;1;0;0
11;"1990-09-28";"1990-10-25";27;0;25;1;2050;1;0;0
11;"1990-09-28";"1990-10-30";32;1;9;1;2051;1;0;0
11;"1990-10-01";"1990-10-30";29;1;1;1;2052;1;0;0
11;"1990-08-31";"1990-09-20";20;NA;3;0;2056;0;0;0
11;"1990-09-18";"1990-09-20";2;1;14;1;2057;1;0;0
11;"1990-09-12";"1990-09-13";1;0;3;1;2058;1;0;0
11;"1990-09-12";"1990-09-20";8;1;3;1;2059;1;0;0
11;"1990-09-02";"1990-09-20";18;NA;14;0;2060;0;0;0
11;"1990-09-04";"1990-09-13";9;NA;3;0;2062;1;0;0
11;"1990-09-04";"1990-10-25";51;NA;14;0;2063;1;0;0
11;"1990-09-07";"1990-10-05";28;0;25;1;2067;1;0;0
11;"1990-09-11";"1990-09-20";9;1;14;1;2068;1;0;0
11;"1990-09-11";"1990-10-31";50;1;9;1;2069;1;0;0
11;"1990-09-11";"1990-09-20";9;1;14;1;2070;1;0;0
11;"1990-09-18";"1990-10-30";42;0;16;1;2073;1;0;0
11;"1990-09-20";"1990-10-30";40;1;4;1;2076;1;0;0
11;"1990-09-26";"1990-10-25";29;0;25;1;2078;1;0;0
11;"1990-10-18";"1990-10-30";12;1;3;1;2082;1;0;0
11;"1990-10-01";"1990-10-25";24;0;2;1;2083;1;0;0
11;"1990-10-01";"1990-10-05";4;0;3;1;2084;1;0;0
11;"1990-10-02";"1990-10-05";3;1;14;1;2086;1;0;0
11;"1990-10-05";"1990-10-25";20;0;9;1;2088;1;0;0
11;"1990-10-18";"1990-10-30";12;0;3;1;2092;1;0;0
11;"1990-02-01";"1990-05-31";119;1;9;1;2094;0;0;0
12;"1991-01-07";"1991-06-13";157;0;4;1;2110;0;1;0
12;"1991-01-24";"1991-11-14";294;1;3;1;2111;0;0;0
12;"1991-04-03";"1991-05-14";41;1;2;1;2115;0;0;0
12;"1991-03-06";"1991-03-22";16;1;2;1;2116;0;0;0
12;"1991-01-29";"1991-03-14";44;0;2;1;2117;0;0;0
12;"1991-01-29";"1991-03-14";44;0;2;1;2118;0;0;0
12;"1991-03-06";"1991-04-25";50;0;3;1;2120;0;0;0
12;"1991-04-03";"1991-06-19";77;0;3;1;2121;0;0;0
12;"1991-03-07";"1991-03-15";8;1;16;1;2122;0;0;0
12;"1991-03-07";"1991-03-15";8;0;16;1;2123;0;0;0
12;"1991-04-08";"1991-09-19";164;1;3;1;2124;0;0;0
12;"1991-03-06";"1991-04-25";50;0;3;1;2125;0;0;0
12;"1991-03-05";"1991-06-13";100;1;3;1;2126;0;0;0
12;"1991-03-05";"1991-06-13";100;0;16;1;2127;0;0;0
12;"1991-03-05";"1994-04-21";1143;0;16;1;2128;0;0;0
12;"1991-03-05";"1994-03-03";1094;1;16;1;2129;0;0;0
12;"1991-05-13";"1992-03-13";305;1;14;1;2130;0;0;0
12;"1991-03-07";"1991-03-22";15;NA;25;0;2131;0;0;0
12;"1991-03-07";"1991-03-14";7;NA;2;0;2133;0;0;0
12;"1991-02-19";"1991-03-15";24;NA;16;0;2140;0;0;0
12;"1991-02-19";"1991-03-22";31;1;25;0;2141;0;0;0
12;"1991-02-19";"1991-03-15";24;NA;16;0;2142;0;0;0
12;"1991-02-26";"1991-04-25";58;1;7;1;2144;0;0;0
12;"1991-03-08";"1991-06-07";91;0;9;1;2147;0;0;0
12;"1991-04-22";"1991-05-14";22;1;9;1;2148;0;0;0
12;"1991-04-22";"1991-05-14";22;0;9;1;2149;0;0;0
12;"1991-04-24";"1991-05-14";20;0;2;1;2150;0;0;0
12;"1991-04-22";"1991-05-14";22;1;9;1;2151;0;0;0
12;"1991-03-11";"1991-05-14";64;NA;9;0;2153;0;0;0
12;"1991-03-11";"1991-05-14";64;NA;9;0;2154;0;0;0
12;"1991-03-11";"1991-05-14";64;NA;9;0;2155;0;0;0
12;"1991-03-11";"1991-05-14";64;NA;2;0;2156;0;0;0
12;"1991-05-06";"1991-12-05";213;1;3;1;2157;0;0;0
12;"1991-06-27";"1992-05-08";316;1;3;1;2158;0;0;0
12;"1991-05-29";"1991-12-05";190;1;3;1;2159;0;0;0
12;"1991-05-03";"1991-05-14";11;NA;3;0;2160;0;0;0
12;"1991-03-20";"1992-01-23";309;0;14;1;2161;0;0;0
12;"1991-03-21";"1991-05-14";54;1;3;1;2162;0;0;0
12;"1991-08-14";"1992-01-23";162;0;7;1;2165;0;0;0
12;"1991-10-04";"1992-10-29";391;0;3;1;2166;0;0;0
12;"1991-05-28";"1991-11-07";163;0;16;1;2167;0;0;0
12;"1991-06-13";"1992-01-16";217;1;25;1;2168;0;0;0
12;"1991-05-02";"1991-12-05";217;1;3;1;2169;0;0;0
12;"1991-05-29";"1991-06-21";23;1;2;1;2170;0;0;0
12;"1991-04-22";"1991-06-19";58;0;4;1;2172;0;0;0
12;"1991-04-23";"1991-06-21";59;NA;2;0;2173;0;0;0
12;"1991-08-14";"1992-01-16";155;0;3;1;2177;0;0;0
12;"1991-08-14";"1992-01-16";155;1;3;1;2178;0;0;0
12;"1991-06-14";"1991-12-05";174;1;3;1;2179;0;0;0
12;"1991-06-12";"1991-11-07";148;1;14;1;2180;0;0;0
12;"1991-06-14";"1991-10-10";118;1;3;1;2181;0;0;0
12;"1991-06-12";"1991-06-13";1;NA;4;0;2182;0;0;0
12;"1991-06-14";"1991-10-10";118;1;3;1;2183;0;0;0
12;"1991-06-14";"1992-01-16";216;1;3;1;2184;0;0;0
12;"1991-05-06";"1991-06-13";38;1;4;1;2186;0;0;0
12;"1991-05-08";"1991-05-14";6;1;1;1;2187;0;0;0
12;"1991-05-16";"1992-06-25";406;NA;4;0;2192;0;0;0
12;"1991-08-29";"1991-11-14";77;0;14;1;2195;0;0;0
12;"1991-08-14";"1992-11-12";456;0;16;1;2196;0;0;0
12;"1991-07-12";"1992-03-12";244;0;3;1;2197;0;0;0
12;"1991-08-29";"1991-11-07";70;1;1;1;2198;0;0;0
12;"1991-07-12";"1992-01-16";188;1;3;1;2199;0;0;0
12;"1991-06-11";"1991-06-21";10;0;7;1;2212;0;0;0
12;"1991-08-29";"1991-11-14";77;1;14;1;2213;0;0;0
12;"1991-07-12";"1991-10-30";110;1;3;1;2218;0;0;0
12;"1991-06-28";"1992-01-23";209;NA;25;0;2224;0;0;0
12;"1991-09-10";"1991-11-07";58;1;3;1;2228;0;0;0
12;"1991-09-10";"1991-11-07";58;0;3;1;2229;0;0;0
