"lp";"date_bt_ini";"date_bt_out";"phase_total";"zustimmg";"leadingcom";"completed";"nummer";"election";"potLoss_same90";"potGain_same90"
9;"1981-09-28";"1981-11-12";45;0;9;1;621;0;0;0
9;"1981-09-28";"1981-11-12";45;0;2;1;622;0;0;0
9;"1981-09-28";"1981-10-23";25;1;2;1;623;0;0;0
9;"1981-09-28";"1981-11-12";45;1;2;1;624;0;0;0
9;"1981-09-28";"1981-11-12";45;0;2;1;625;0;0;0
9;"1981-09-09";"1981-11-12";64;NA;9;0;626;0;0;0
9;"1981-09-09";"1981-11-12";64;NA;9;0;627;0;0;0
9;"1981-09-09";"1981-11-12";64;NA;9;0;628;0;0;0
9;"1981-09-09";"1981-11-12";64;NA;2;0;629;0;0;0
9;"1981-09-09";"1981-11-12";64;NA;2;0;630;0;0;0
9;"1981-09-09";"1981-11-12";64;NA;2;0;631;0;0;0
9;"1981-09-09";"1981-10-23";44;NA;2;0;632;0;0;0
9;"1981-11-09";"1982-01-14";66;1;3;1;633;0;0;0
9;"1981-11-12";"1982-03-04";112;0;3;1;635;0;0;0
9;"1981-10-07";"1982-05-14";219;1;16;1;636;0;0;0
9;"1982-03-24";"1982-12-09";260;1;9;1;638;0;0;0
9;"1981-12-02";"1982-02-04";64;0;3;1;639;0;0;0
9;"1982-08-05";"1982-12-15";132;0;3;1;640;0;0;0
9;"1981-12-21";"1982-05-13";143;1;3;1;645;0;0;0
9;"1982-02-17";"1982-05-13";85;1;3;1;652;0;0;0
9;"1982-02-17";"1982-05-13";85;1;3;1;653;0;0;0
9;"1982-02-12";"1982-06-25";133;1;3;1;655;0;0;0
9;"1982-02-15";"1982-03-11";24;0;3;1;656;0;0;0
9;"1982-03-04";"1982-04-30";57;0;3;1;657;0;0;0
9;"1982-02-19";"1982-05-13";83;1;3;1;658;0;0;0
9;"1982-04-27";"1982-12-09";226;1;2;1;660;0;0;0
9;"1982-02-15";"1982-03-11";24;0;3;1;661;0;0;0
9;"1982-03-09";"1982-06-09";92;1;3;1;663;0;0;0
9;"1982-04-19";"1982-06-24";66;0;25;1;664;0;0;0
9;"1982-03-29";"1982-06-25";88;0;9;1;669;0;0;0
9;"1982-03-30";"1982-12-03";248;NA;14;0;670;0;0;0
9;"1982-03-23";"1982-03-26";3;1;9;1;671;0;0;0
9;"1982-03-02";"1982-03-26";24;NA;9;0;672;0;0;0
9;"1982-06-28";"1982-12-15";170;1;14;1;678;0;0;0
9;"1982-08-06";"1982-12-10";126;0;3;1;679;0;0;0
9;"1982-05-07";"1982-09-09";125;0;3;1;680;0;0;0
9;"1982-06-02";"1982-12-03";184;0;3;1;681;0;0;0
9;"1982-04-30";"1982-06-25";56;1;3;1;683;0;0;0
9;"1982-08-11";"1982-12-03";114;1;1;1;689;0;0;0
9;"1982-08-06";"1982-12-09";125;0;1;1;690;0;0;0
9;"1982-09-10";"1982-12-15";96;0;14;1;691;0;0;0
9;"1982-08-11";"1982-12-03";114;0;1;1;692;0;0;0
9;"1982-07-06";"1982-12-09";156;0;2;1;693;0;0;0
9;"1982-06-09";"1982-12-16";190;NA;2;0;694;0;0;0
9;"1982-06-03";"1982-09-17";106;1;3;1;695;0;0;0
9;"1982-06-03";"1982-11-12";162;0;3;1;696;0;0;0
9;"1982-05-28";"1982-09-30";125;1;3;1;697;0;0;0
9;"1982-05-28";"1982-09-30";125;1;3;1;698;0;0;0
9;"1982-05-13";"1982-05-27";14;1;9;0;703;0;0;0
9;"1982-09-16";"1982-12-10";85;1;2;1;705;0;0;0
9;"1982-09-06";"1982-12-10";95;0;3;1;706;0;0;0
9;"1982-09-06";"1982-12-10";95;0;3;1;707;0;0;0
9;"1982-05-26";"1982-10-28";155;1;9;1;709;0;0;0
9;"1982-06-18";"1982-09-15";89;0;9;1;720;0;0;0
9;"1982-08-12";"1982-12-03";113;1;14;1;721;0;0;0
9;"1982-10-18";"1982-12-09";52;0;2;1;729;0;0;0
9;"1982-10-13";"1982-12-03";51;1;3;1;730;0;0;0
9;"1982-10-13";"1982-12-03";51;1;3;1;731;0;0;0
9;"1982-11-25";"1982-12-15";20;0;7;1;734;0;0;0
9;"1982-09-20";"1982-12-16";87;NA;9;0;735;0;0;0
9;"1982-09-20";"1982-12-16";87;NA;2;0;736;0;0;0
9;"1982-10-14";"1982-12-10";57;0;9;1;737;0;0;0
9;"1982-11-11";"1982-12-15";34;0;25;1;738;0;0;0
9;"1982-08-27";"1982-12-16";111;0;9;1;739;0;0;0
9;"1982-09-23";"1982-12-16";84;NA;2;0;740;0;0;0
9;"1982-09-07";"1982-12-16";100;NA;9;0;742;0;0;0
9;"1982-09-07";"1982-12-16";100;NA;2;0;743;0;0;0
9;"1982-09-07";"1982-12-16";100;NA;2;0;744;0;0;0
9;"1982-09-15";"1982-12-16";92;NA;16;0;745;0;0;0
9;"1982-10-12";"1982-12-03";52;0;14;1;754;0;0;0
9;"1982-11-04";"1982-12-16";42;NA;9;0;764;0;0;0
9;"1982-11-05";"1982-12-15";40;0;9;1;765;0;0;0
9;"1982-11-05";"1982-12-10";35;1;16;1;766;0;0;0
9;"1982-11-30";"1982-12-16";16;1;9;1;768;0;0;0
9;"1982-11-23";"1982-12-03";10;0;14;1;777;0;0;0
9;"1982-11-24";"1982-12-16";22;1;2;1;778;0;0;0
9;"1982-12-01";"1982-12-15";14;1;1;1;781;0;0;0
10;"1983-04-29";"1983-06-16";48;1;3;1;802;0;0;0
10;"1983-04-29";"1983-06-24";56;0;3;1;803;0;0;0
10;"1983-05-13";"1983-09-29";139;0;3;1;805;0;0;0
10;"1983-08-26";"1984-06-07";286;1;16;1;806;0;0;0
10;"1983-08-26";"1986-02-27";916;1;16;1;807;0;0;0
10;"1983-05-13";"1984-04-12";335;1;3;1;808;0;0;0
10;"1983-10-21";"1985-09-27";707;1;16;1;809;0;0;0
10;"1983-10-21";"1985-09-27";707;1;7;1;810;0;0;0
10;"1983-05-13";"1983-06-24";42;1;3;1;811;0;0;0
10;"1983-12-22";"1985-05-23";518;0;16;1;812;0;0;0
10;"1983-05-13";"1984-01-19";251;0;16;1;813;0;0;0
10;"1983-05-13";"1983-10-27";167;0;3;1;814;0;0;0
10;"1984-04-11";"1985-04-25";379;0;16;1;815;0;0;0
10;"1983-05-13";"1984-04-12";335;1;3;1;816;0;0;0
10;"1983-05-13";"1984-01-19";251;0;3;1;817;0;0;0
10;"1983-07-05";"1984-01-19";198;0;16;1;818;0;0;0
10;"1983-05-13";"1983-09-15";125;1;3;1;819;0;0;0
10;"1983-06-21";"1983-12-01";163;1;3;1;820;0;0;0
10;"1983-10-20";"1986-06-19";973;1;16;1;840;0;0;0
10;"1983-07-11";"1986-06-19";1074;0;16;1;841;0;0;0
10;"1983-10-20";"1986-06-19";973;0;3;1;842;0;0;0
10;"1983-07-18";"1986-06-19";1067;0;3;1;843;0;0;0
10;"1983-07-15";"1983-12-06";144;1;3;1;844;0;0;0
10;"1983-07-21";"1984-02-23";217;0;3;1;849;0;0;0
10;"1983-08-26";"1985-12-05";832;1;16;1;850;0;0;0
10;"1983-06-21";"1983-12-01";163;1;14;1;858;0;0;0
10;"1983-11-30";"1985-06-13";561;1;7;1;868;0;0;0
10;"1983-09-02";"1983-12-09";98;1;9;1;870;0;0;0
10;"1983-09-06";"1983-11-10";65;1;2;1;871;0;0;0
10;"1983-09-02";"1983-12-09";98;1;2;1;872;0;0;0
10;"1983-09-02";"1983-12-09";98;1;9;1;873;0;0;0
10;"1984-01-19";"1985-06-28";526;0;16;1;874;0;0;0
10;"1984-01-19";"1985-10-17";637;1;16;1;875;0;0;0
10;"1983-10-10";"1983-12-06";57;1;3;1;882;0;0;0
10;"1983-10-10";"1984-02-23";136;0;3;1;883;0;0;0
10;"1983-12-07";"1984-04-12";127;1;3;1;884;0;0;0
10;"1983-12-07";"1984-04-12";127;1;3;1;885;0;0;0
10;"1983-08-26";"1983-12-09";105;0;9;1;886;0;0;0
10;"1984-04-04";"1985-12-12";617;1;14;1;887;0;0;0
10;"1983-11-22";"1984-06-27";218;1;7;1;888;0;0;0
10;"1984-04-10";"1986-02-27";688;1;7;1;889;0;0;0
10;"1983-10-10";"1983-11-25";46;0;25;1;890;0;0;0
10;"1983-10-14";"1986-02-21";861;0;3;1;891;0;0;0
10;"1983-09-13";"1983-11-10";58;1;7;1;892;0;0;0
10;"1984-02-02";"1985-02-28";392;0;3;1;894;0;0;0
10;"1984-02-08";"1984-12-06";302;0;3;1;895;0;0;0
10;"1983-12-15";"1984-05-03";140;0;3;1;896;0;0;0
10;"1983-10-31";"1983-12-06";36;1;9;1;897;0;0;0
10;"1983-11-07";"1984-01-19";73;1;3;1;898;0;0;0
10;"1983-12-29";"1984-10-25";301;1;14;1;899;0;0;0
10;"1983-10-31";"1984-02-09";101;1;3;1;900;0;0;0
10;"1984-01-16";"1984-11-15";304;1;14;1;901;0;0;0
10;"1984-02-21";"1984-05-03";72;1;7;1;902;0;0;0
10;"1983-11-07";"1984-02-09";94;0;1;1;903;0;0;0
10;"1983-12-15";"1985-10-17";672;0;7;1;904;0;0;0
10;"1984-03-15";"1984-06-27";104;1;25;1;911;0;0;0
10;"1984-01-25";"1984-12-06";316;1;25;1;912;0;0;0
10;"1984-01-24";"1984-06-06";134;0;25;1;913;0;0;0
10;"1983-12-05";"1984-03-15";101;0;3;1;914;0;0;0
10;"1984-02-24";"1985-03-28";398;1;2;1;915;0;0;0
10;"1984-02-24";"1985-03-28";398;1;2;1;916;0;0;0
10;"1983-10-27";"1984-09-21";330;0;1;1;921;0;0;0
10;"1983-12-21";"1984-03-29";99;1;3;1;923;0;0;0
10;"1983-12-19";"1984-05-03";136;1;2;1;924;0;0;0
10;"1983-06-21";"1983-12-01";163;1;14;1;933;0;0;0
10;"1983-12-01";"1984-12-06";371;1;2;1;936;0;0;0
10;"1984-03-12";"1984-06-07";87;1;16;1;942;0;0;0
10;"1984-04-13";"1986-12-04";965;1;16;1;943;0;0;0
10;"1984-02-07";"1984-04-13";66;1;4;1;944;0;0;0
10;"1984-02-10";"1985-01-24";349;1;3;1;945;0;0;0
10;"1984-02-13";"1985-06-20";493;0;3;1;946;0;0;0
10;"1984-02-10";"1984-06-27";138;0;1;1;947;0;0;0
10;"1984-06-01";"1985-03-14";286;1;3;1;948;0;0;0
10;"1984-01-14";"1984-03-29";75;1;2;1;949;0;0;0
10;"1984-03-20";"1984-05-03";44;0;2;1;950;0;0;0
10;"1984-03-01";"1984-06-27";118;1;3;1;952;0;0;0
10;"1984-03-01";"1984-05-24";84;1;3;1;953;0;0;0
10;"1984-02-27";"1984-05-24";87;1;3;1;954;0;0;0
10;"1984-02-07";"1984-03-29";51;1;2;1;955;0;0;0
10;"1984-03-22";"1984-06-28";98;1;2;1;956;0;0;0
10;"1984-01-19";"1984-03-29";70;NA;2;0;959;0;0;0
10;"1984-03-22";"1984-05-24";63;1;3;1;963;0;0;0
10;"1984-04-26";"1984-06-29";64;1;2;1;964;0;0;0
10;"1984-05-14";"1984-12-06";206;0;9;1;976;0;0;0
10;"1984-08-30";"1985-05-14";257;1;3;1;977;0;0;0
10;"1984-06-19";"1985-03-14";268;1;7;1;978;0;0;0
10;"1984-07-25";"1984-12-13";141;1;25;1;979;0;0;0
10;"1984-05-29";"1984-10-04";128;0;25;1;980;0;0;0
10;"1984-08-29";"1985-09-12";379;1;2;1;981;0;0;0
10;"1984-04-27";"1984-06-28";62;0;2;1;983;0;0;0
10;"1984-04-13";"1984-06-27";75;1;9;1;988;0;0;0
10;"1984-04-06";"1984-06-07";62;1;14;1;989;0;0;0
10;"1984-06-19";"1984-11-15";149;1;9;1;995;0;0;0
10;"1984-05-24";"1984-11-08";168;1;3;1;996;0;0;0
10;"1984-05-24";"1984-11-08";168;1;3;1;997;0;0;0
10;"1984-05-23";"1984-11-15";176;1;3;1;998;0;0;0
10;"1984-07-13";"1985-05-14";305;1;16;1;999;0;0;0
10;"1984-04-13";"1984-12-06";237;1;14;1;1002;0;0;0
10;"1984-06-15";"1984-11-08";146;1;3;1;1005;0;0;0
10;"1984-06-15";"1984-11-08";146;1;3;1;1006;0;0;0
10;"1984-06-15";"1984-11-08";146;1;3;1;1007;0;0;0
10;"1984-06-15";"1985-01-17";216;0;3;1;1008;0;0;0
10;"1984-06-15";"1985-01-17";216;0;16;1;1009;0;0;0
10;"1984-05-23";"1984-06-27";35;1;9;1;1010;0;0;0
10;"1984-05-02";"1984-06-27";56;NA;9;0;1011;0;0;0
10;"1984-05-08";"1984-05-24";16;NA;9;0;1012;0;0;0
10;"1984-07-13";"1984-11-08";118;1;3;1;1016;0;0;0
10;"1984-07-13";"1984-11-08";118;1;3;1;1017;0;0;0
10;"1984-08-27";"1985-06-13";290;1;16;1;1018;0;0;0
10;"1984-10-15";"1985-06-13";241;1;14;1;1019;0;0;0
10;"1984-07-13";"1984-11-08";118;0;16;1;1020;0;0;0
10;"1984-05-22";"1984-06-08";17;0;7;1;1022;0;0;0
10;"1984-05-22";"1984-06-28";37;0;14;1;1023;0;0;0
10;"1984-05-23";"1985-02-07";260;0;14;1;1024;0;0;0
10;"1984-07-19";"1984-10-25";98;1;25;1;1027;0;0;0
10;"1984-09-13";"1984-12-13";91;1;2;1;1028;0;0;0
10;"1984-12-17";"1986-02-27";437;1;16;1;1029;0;0;0
10;"1984-08-24";"1984-11-30";98;0;9;1;1046;0;0;0
10;"1984-10-15";"1984-12-06";52;1;3;1;1047;0;0;0
10;"1984-10-15";"1985-01-17";94;0;3;1;1048;0;0;0
10;"1984-10-15";"1984-12-07";53;0;3;1;1049;0;0;0
10;"1985-01-14";"1985-12-05";325;0;16;1;1050;0;0;0
10;"1984-10-11";"1985-04-19";190;1;2;1;1051;0;0;0
10;"1984-12-10";"1985-02-07";59;1;1;1;1052;0;0;0
10;"1984-10-10";"1984-12-06";57;0;2;1;1053;0;0;0
10;"1984-11-08";"1985-04-19";162;0;4;1;1054;0;0;0
10;"1985-02-14";"1985-09-12";210;0;14;1;1055;0;0;0
10;"1984-10-31";"1984-11-29";29;1;9;1;1056;0;0;0
10;"1984-10-15";"1985-01-17";94;1;3;1;1057;0;0;0
10;"1984-10-15";"1984-12-06";52;1;3;1;1058;0;0;0
10;"1984-10-11";"1984-11-28";48;1;2;1;1059;0;0;0
10;"1984-10-10";"1984-12-07";58;1;2;1;1060;0;0;0
10;"1984-10-17";"1984-12-13";57;0;16;1;1061;0;0;0
10;"1984-12-12";"1985-12-05";358;1;14;1;1066;0;0;0
10;"1984-10-31";"1985-03-14";134;1;14;1;1067;0;0;0
10;"1984-10-29";"1984-12-06";38;1;2;1;1068;0;0;0
10;"1985-04-03";"1986-06-20";443;1;2;1;1069;0;0;0
10;"1984-10-31";"1985-01-24";85;0;3;1;1070;0;0;0
10;"1984-10-31";"1984-12-06";36;1;9;1;1071;0;0;0
10;"1985-01-09";"1985-05-23";134;1;2;1;1072;0;0;0
10;"1984-09-19";"1984-10-25";36;1;14;1;1073;0;0;0
10;"1984-10-31";"1984-11-15";15;0;3;1;1077;0;0;0
10;"1985-02-21";"1986-06-18";482;1;21;1;1078;0;0;0
10;"1984-10-05";"1984-11-15";41;0;9;1;1079;0;0;0
10;"1985-02-22";"1985-06-20";118;1;1;1;1080;0;0;0
10;"1984-10-23";"1984-12-06";44;0;2;1;1084;0;0;0
10;"1984-10-23";"1986-02-28";493;1;14;1;1085;0;0;0
10;"1984-10-25";"1985-03-14";140;NA;14;0;1087;0;0;0
10;"1985-04-10";"1985-10-03";176;0;7;1;1088;0;0;0
10;"1984-12-28";"1985-06-21";175;1;2;1;1089;0;0;0
10;"1985-02-21";"1985-12-12";294;1;16;1;1090;0;0;0
10;"1984-11-28";"1985-04-19";142;1;9;1;1096;0;0;0
10;"1985-01-09";"1985-04-26";107;1;2;1;1097;0;0;0
10;"1985-04-10";"1986-04-17";372;1;7;1;1098;0;0;0
10;"1985-01-09";"1985-04-18";99;0;25;1;1099;0;0;0
10;"1984-12-21";"1985-04-25";125;1;3;1;1100;0;0;0
10;"1985-01-02";"1985-12-12";344;1;3;1;1101;0;0;0
10;"1984-12-21";"1985-12-12";356;1;3;1;1102;0;0;0
10;"1985-01-29";"1985-09-26";240;1;14;1;1103;0;0;0
10;"1984-12-07";"1985-01-24";48;1;14;1;1105;0;0;0
10;"1984-12-05";"1985-01-24";50;0;2;1;1112;0;0;0
10;"1984-12-10";"1985-05-14";155;NA;14;0;1115;0;0;0
10;"1985-02-21";"1985-06-13";112;0;3;1;1124;0;0;0
10;"1985-02-21";"1985-04-26";64;0;2;1;1125;0;0;0
10;"1985-03-06";"1985-05-14";69;1;14;1;1126;0;0;0
10;"1985-05-09";"1985-10-17";161;0;1;1;1127;0;0;0
10;"1985-02-21";"1985-09-26";217;1;4;1;1128;0;0;0
10;"1985-02-28";"1985-11-07";252;0;16;1;1129;0;0;0
10;"1985-02-21";"1985-05-24";92;1;2;1;1130;0;0;0
10;"1985-02-21";"1985-05-24";92;1;9;1;1131;0;0;0
10;"1985-02-11";"1985-04-25";73;0;3;1;1132;0;0;0
10;"1985-01-16";"1985-05-14";118;1;4;1;1136;0;0;0
10;"1985-05-03";"1985-12-05";216;1;14;1;1138;0;0;0
10;"1985-07-19";"1986-02-21";217;0;1;1;1139;0;0;0
10;"1985-07-19";"1986-11-13";482;1;16;1;1140;0;0;0
10;"1985-04-30";"1985-12-05";219;1;2;1;1141;0;0;0
10;"1985-05-07";"1986-02-28";297;1;14;1;1150;0;0;0
10;"1985-02-21";"1985-04-19";57;0;2;1;1154;0;0;0
10;"1985-04-11";"1985-06-20";70;1;1;1;1159;0;0;0
10;"1984-11-28";"1985-03-14";106;0;9;1;1160;0;0;0
10;"1985-03-06";"1985-06-13";99;NA;14;0;1161;0;0;0
10;"1985-05-02";"1985-09-12";133;1;3;1;1166;0;0;0
10;"1985-05-02";"1985-09-12";133;1;3;1;1167;0;0;0
10;"1985-05-10";"1985-06-26";47;0;9;1;1169;0;0;0
10;"1985-06-03";"1985-12-05";185;NA;16;0;1172;0;0;0
10;"1985-07-19";"1985-12-12";146;NA;9;0;1174;0;0;0
10;"1985-07-08";"1986-03-21";256;1;9;1;1175;0;0;0
10;"1985-12-12";"1986-10-23";315;1;9;1;1176;0;0;0
10;"1985-05-31";"1986-12-10";558;1;3;1;1177;0;0;0
10;"1985-04-17";"1985-06-26";70;NA;9;0;1178;0;0;0
10;"1985-06-14";"1985-11-15";154;1;2;1;1179;0;0;0
10;"1985-04-18";"1985-06-20";63;1;2;1;1181;0;0;0
10;"1985-10-07";"1986-06-27";263;1;14;1;1184;0;0;0
10;"1985-09-20";"1986-06-05";258;0;16;1;1185;0;0;0
10;"1985-09-20";"1986-06-05";258;0;16;1;1186;0;0;0
10;"1985-09-26";"1986-06-26";273;0;16;1;1187;0;0;0
10;"1985-06-24";"1986-06-05";346;0;3;1;1188;0;0;0
10;"1986-09-18";"1986-10-23";35;1;3;1;1189;0;0;0
10;"1986-02-20";"1986-11-07";260;1;21;1;1195;0;0;0
10;"1985-08-28";"1985-12-12";106;1;2;1;1196;0;0;0
10;"1985-07-15";"1985-11-14";122;1;9;1;1197;0;0;0
10;"1985-11-22";"1986-10-23";335;1;9;1;1198;0;0;0
10;"1985-07-12";"1986-09-25";440;0;3;1;1200;0;0;0
10;"1985-09-05";"1985-11-14";70;1;14;1;1201;0;0;0
10;"1985-06-11";"1985-06-20";9;0;7;1;1203;0;0;0
10;"1985-06-21";"1986-12-10";537;0;14;1;1206;0;0;0
10;"1985-06-25";"1986-02-27";247;0;2;1;1209;0;0;0
10;"1985-08-16";"1985-11-29";105;0;9;1;1220;0;0;0
10;"1985-10-10";"1985-12-05";56;0;25;1;1221;0;0;0
10;"1985-10-07";"1985-12-05";59;1;9;1;1222;0;0;0
10;"1985-10-17";"1985-12-05";49;1;9;1;1223;0;0;0
10;"1985-09-07";"1985-11-14";68;1;2;1;1224;0;0;0
10;"1986-03-06";"1986-06-19";105;0;25;1;1225;0;0;0
10;"1985-09-27";"1985-11-14";48;1;3;1;1226;0;0;0
10;"1985-10-04";"1985-12-05";62;1;3;1;1227;0;0;0
10;"1985-10-04";"1985-11-14";41;0;3;1;1228;0;0;0
10;"1985-10-07";"1985-12-05";59;1;3;1;1229;0;0;0
10;"1985-09-07";"1985-12-05";89;1;9;1;1230;0;0;0
10;"1985-09-07";"1985-11-14";68;0;3;1;1231;0;0;0
10;"1985-11-22";"1985-12-12";20;NA;9;0;1232;0;0;0
10;"1985-11-04";"1985-12-12";38;NA;9;0;1233;0;0;0
10;"1985-09-10";"1985-10-03";23;0;2;1;1236;0;0;0
10;"1985-11-27";"1986-01-30";64;0;1;1;1240;0;0;0
10;"1985-12-05";"1986-03-20";105;1;1;1;1242;0;0;0
10;"1985-10-01";"1985-12-06";66;NA;2;0;1243;0;0;0
10;"1985-10-02";"1985-11-07";36;0;9;1;1244;0;0;0
10;"1985-11-12";"1985-12-06";24;0;2;1;1245;0;0;0
10;"1985-12-05";"1986-04-17";133;1;2;1;1253;0;0;0
10;"1985-12-05";"1986-05-15";161;0;1;1;1254;0;0;0
10;"1986-01-10";"1986-04-24";104;0;1;1;1255;0;0;0
10;"1986-02-20";"1986-12-04";287;1;14;1;1256;0;0;0
10;"1985-12-18";"1986-04-17";120;0;3;1;1257;0;0;0
10;"1986-01-10";"1986-05-16";126;1;3;1;1260;0;0;0
10;"1985-11-12";"1985-12-13";31;1;2;1;1261;0;0;0
10;"1984-06-19";"1984-06-28";9;1;9;1;1270;0;0;0
10;"1985-12-10";"1986-03-20";100;1;3;1;1271;0;0;0
10;"1986-01-31";"1986-03-21";49;1;2;1;1277;0;0;0
10;"1986-02-27";"1986-11-13";259;1;16;1;1278;0;0;0
10;"1986-03-20";"1986-06-27";99;1;7;1;1279;0;0;0
10;"1986-02-27";"1986-06-26";119;0;2;1;1280;0;0;0
10;"1986-02-12";"1986-05-15";92;1;4;1;1281;0;0;0
10;"1986-01-10";"1986-10-23";286;1;1;1;1282;0;0;0
10;"1986-01-31";"1986-03-20";48;0;2;1;1283;0;0;0
10;"1986-02-26";"1986-12-10";287;0;3;1;1284;0;0;0
10;"1986-04-10";"1986-11-13";217;0;21;1;1285;0;0;0
10;"1986-04-17";"1986-12-04";231;1;14;1;1286;0;0;0
10;"1986-01-28";"1986-12-05";311;NA;14;0;1289;0;0;0
10;"1986-01-29";"1986-06-27";149;1;16;1;1291;0;0;0
10;"1986-04-10";"1986-11-07";211;0;16;1;1297;0;0;0
10;"1986-04-17";"1986-10-16";182;0;16;1;1298;0;0;0
10;"1986-03-17";"1986-05-15";59;0;2;1;1299;0;0;0
10;"1986-02-18";"1986-03-21";31;0;2;1;1301;0;0;0
10;"1986-04-23";"1986-11-13";204;0;3;1;1309;0;0;0
10;"1986-04-25";"1986-11-13";202;1;3;1;1310;0;0;0
10;"1986-04-25";"1986-11-13";202;1;3;1;1311;0;0;0
10;"1986-04-29";"1986-10-23";177;0;3;1;1312;0;0;0
10;"1986-05-07";"1986-10-23";169;0;4;1;1313;0;0;0
10;"1986-05-07";"1986-10-16";162;0;25;1;1314;0;0;0
10;"1986-05-22";"1986-11-06";168;1;14;1;1315;0;0;0
10;"1986-05-22";"1986-12-05";197;0;21;1;1316;0;0;0
10;"1986-04-25";"1986-06-26";62;0;25;1;1317;0;0;0
10;"1986-05-07";"1986-06-27";51;1;14;1;1318;0;0;0
10;"1986-05-07";"1986-11-13";190;1;16;1;1321;0;0;0
10;"1986-03-21";"1986-06-19";90;0;9;1;1322;0;0;0
10;"1986-11-10";"1986-12-04";24;1;3;1;1324;1;0;0
10;"1986-05-21";"1986-06-26";36;1;3;1;1325;0;0;0
10;"1986-05-22";"1986-11-13";175;1;3;1;1326;0;0;0
10;"1986-09-10";"1986-11-13";64;0;3;1;1332;0;0;0
10;"1986-09-05";"1986-10-23";48;1;1;1;1333;0;0;0
10;"1986-08-28";"1986-11-13";77;1;7;1;1334;0;0;0
10;"1986-05-13";"1986-06-06";24;1;7;1;1338;0;0;0
10;"1986-06-09";"1986-11-14";158;1;2;1;1341;0;0;0
10;"1986-08-27";"1986-11-14";79;1;2;1;1342;0;0;0
10;"1986-09-01";"1986-12-04";94;1;14;1;1348;0;0;0
10;"1986-07-17";"1986-11-06";112;0;9;1;1349;0;0;0
10;"1986-07-17";"1986-12-04";140;0;14;1;1356;0;0;0
10;"1986-07-17";"1986-12-04";140;0;14;1;1357;0;0;0
10;"1986-09-30";"1986-12-10";71;0;3;1;1372;0;0;0
10;"1986-10-02";"1986-12-04";63;0;3;1;1373;0;0;0
10;"1986-08-15";"1986-11-28";105;0;9;1;1374;0;0;0
10;"1986-09-08";"1986-11-14";67;1;2;1;1375;0;0;0
10;"1986-09-23";"1986-10-16";23;0;2;1;1379;0;0;0
10;"1986-10-20";"1986-11-14";25;0;2;1;1382;0;0;0
10;"1986-09-29";"1986-12-11";73;1;21;1;1383;0;0;0
10;"1986-11-10";"1986-12-04";24;NA;2;0;1391;1;0;0
10;"1986-11-10";"1986-12-10";30;1;9;1;1393;1;0;0
10;"1986-10-21";"1986-12-04";44;1;2;1;1395;0;0;0
10;"1986-10-31";"1986-12-05";35;1;16;1;1398;1;0;0
10;"1986-12-01";"1986-12-10";9;0;3;1;1401;1;0;0
10;"1986-04-17";"1986-12-05";232;1;1;1;1407;0;0;0
10;"1983-09-02";"1983-12-09";98;1;9;1;1410;0;0;0
11;"1987-02-27";"1987-06-25";118;1;3;1;1419;0;0;0
11;"1987-10-21";"1988-01-14";85;1;3;1;1420;0;0;0
11;"1987-04-29";"1987-06-25";57;1;2;1;1425;0;0;0
11;"1987-04-29";"1987-06-05";37;0;2;1;1426;0;0;0
11;"1987-04-07";"1987-06-05";59;0;2;1;1432;0;0;0
11;"1987-05-15";"1987-06-26";42;1;9;1;1442;0;0;0
11;"1987-05-25";"1988-12-01";556;0;16;1;1443;0;0;0
11;"1987-05-15";"1987-06-25";41;1;14;1;1444;0;0;0
11;"1987-05-15";"1987-06-25";41;0;2;1;1445;0;0;0
11;"1987-05-15";"1987-06-25";41;1;3;1;1446;0;0;0
11;"1987-07-08";"1987-11-05";120;0;25;1;1449;0;0;0
11;"1987-06-19";"1987-11-05";139;0;3;1;1450;0;0;0
11;"1987-06-19";"1987-12-03";167;1;14;1;1451;0;0;0
11;"1987-06-15";"1987-12-09";177;1;3;1;1452;0;0;0
11;"1987-06-15";"1987-12-09";177;1;3;1;1453;0;0;0
11;"1987-05-25";"1988-03-10";290;0;16;1;1454;0;0;0
11;"1987-05-25";"1988-02-25";276;1;16;1;1455;0;0;0
11;"1987-05-25";"1987-11-12";171;1;3;1;1456;0;0;0
11;"1987-05-25";"1988-06-24";396;0;3;1;1457;0;0;0
11;"1987-05-25";"1988-02-25";276;0;3;1;1458;0;0;0
11;"1987-05-25";"1987-10-15";143;1;3;1;1459;0;0;0
11;"1987-05-25";"1987-10-15";143;1;3;1;1460;0;0;0
11;"1987-05-25";"1987-12-03";192;0;3;1;1461;0;0;0
11;"1987-05-25";"1987-12-03";192;0;3;1;1463;0;0;0
11;"1987-05-25";"1987-12-09";198;1;3;1;1464;0;0;0
11;"1987-07-27";"1987-12-03";129;1;14;1;1465;0;0;0
11;"1987-05-06";"1987-06-25";50;0;25;1;1471;0;0;0
11;"1987-06-09";"1987-09-17";100;0;16;1;1472;0;0;0
11;"1987-06-11";"1987-06-26";15;1;3;1;1473;0;0;0
11;"1987-08-06";"1988-01-21";168;0;16;1;1474;0;0;0
11;"1987-07-03";"1987-11-12";132;1;3;1;1475;0;0;0
11;"1987-05-20";"1987-06-25";36;1;1;1;1477;0;0;0
11;"1987-09-15";"1987-12-04";80;1;9;1;1479;0;0;0
